event_id,title,date,latitude,longitude,state,location_description,trigger,size,fatalities,injuries,source
2437,"Aizawl-Lengpui rd 3km from Aizawl, Mizoram, Manipur",09/16/2010 12:00:00 AM,23.7527,92.694,Mizoram,"Aizawl-Lengpui rd 3km from Aizawl, Mizoram, Manipur",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
731,"Akuk village, Wokha District, Nagaland",08/19/2008 12:00:00 AM,26.138,94.25,Nāgāland,"Akuk village, Wokha District, Nagaland",downpour,medium,4,0,ISRO / NRSC Landslide Inventory & GLC
7371,near S Lamphei Lamkhai and Sehlon village,08-01-2015 00:00,23.9939,94.0573,Manipur,near S Lamphei Lamkhai and Sehlon village,continuous_rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
7923,Amingaon,09-01-2015 00:00,26.49349035,91.72137514,Assam,Amingaon,rain,medium,2,0,ISRO / NRSC Landslide Inventory & GLC
760,"Kohima, Nagaland",08/29/2008 12:00:00 AM,25.67,94.1066,Nāgāland,"Kohima, Nagaland",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
2182,Dimapur-Imphal highway (NH 39) near Manipur,07/31/2010 09:00:00 AM,24.9356,93.8443,Manipur,Dimapur-Imphal highway (NH 39) near Manipur,rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
3632,"Birik on NH31A, Kalimpong",06/20/2011 08:30:00 PM,27.0638,88.4659,Bengal,"Birik on NH31A, Kalimpong",rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
1954,"Irang(?) and Barak(?) and Makru(?) on highway 53 between Imphal and Jiribam, Manipur",06-07-2010 00:00,24.7543,93.5039,Manipur,"Irang(?) and Barak(?) and Makru(?) on highway 53 between Imphal and Jiribam, Manipur",rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
6963,"Muanna locality, Mizoram",06/19/2015 12:00:00 AM,23.7131,92.7362,Mizoram,"Muanna locality, Mizoram",rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
5336,"Tobu, Nagaland",08/16/2013 12:00:00 AM,26.3897,94.9439,Nāgāland,"Tobu, Nagaland",rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
7590,Tongseng,08/19/2015 12:00:00 AM,25.1416,92.3807,Meghalaya,Tongseng,rain,small,0,0,ISRO / NRSC Landslide Inventory & GLC
1222,"Chhinga Veng, Aizawl",10-05-2009 00:00,23.73478778,92.72124394,Mizoram,"Chhinga Veng, Aizawl",downpour,medium,3,0,ISRO / NRSC Landslide Inventory & GLC
8222,"Piyali Phukan Nagar, Guwahati, India",06/22/2016 12:00:00 PM,26.1961,91.7825,Assam,"Piyali Phukan Nagar, Guwahati, India",downpour,medium,1,0,ISRO / NRSC Landslide Inventory & GLC
7706,National Highway at Kuliang,08/19/2015 12:00:00 AM,25.0728,92.3636,Meghalaya,National Highway at Kuliang,rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
9215,NH10 in Rangpo,01/14/2016 05:15:00 AM,27.1758,88.5294,West Bengal,NH10 in Rangpo,unknown,medium,1,5,ISRO / NRSC Landslide Inventory & GLC
9620,Rangpo,10/15/2016 12:00:00 AM,27.172,88.5292,Sikkim,Rangpo,downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
8224,"Aizawl, Mizoram, India",09/14/2015 01:30:00 AM,23.7313,92.7187,Mizoram,"Aizawl, Mizoram, India",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
614,"Kurseong sub division, Mamring",06/29/2008 12:00:00 AM,26.89,88.28,Bengal,"Kurseong sub division, Mamring",unknown,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
242,"Darjeeling Hills, multiple villages in area (Kurseong, Kalimpong, Bhalukopa, Kukhleinkhani)",09-07-2007 00:00,26.8833,88.2833,Bengal,"Darjeeling Hills, multiple villages in area (Kurseong, Kalimpong, Bhalukopa, Kukhleinkhani)",rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
4241,Tamei constituency in Tamenlong district,03-04-2012 00:00,25.1604,93.6795,Manipur,Tamei constituency in Tamenlong district,unknown,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
755,"Ranka, Sikkim and Louing road",08/28/2008 12:00:00 AM,27.337,88.609,Sikkim,"Ranka, Sikkim and Louing road",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
1756,"Nam Nang, Gangtok",04/17/2010 12:00:00 AM,27.322,88.6087,Sikkim,"Nam Nang, Gangtok",downpour,small,0,0,ISRO / NRSC Landslide Inventory & GLC
1930,"Anini-Roing road,  Dibang Valley,  Arunachal Pradesh ",05/31/2010 12:00:00 AM,28.4298,95.8776,Arunāchal Pradesh,"Anini-Roing road,  Dibang Valley,  Arunachal Pradesh ",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
9334,"Bilaipur, Hailakandi district, Assam, India",05/18/2016 08:00:00 AM,24.5204,92.7264,Assam,"Bilaipur, Hailakandi district, Assam, India",continuous_rain,unknown,2,0,ISRO / NRSC Landslide Inventory & GLC
8237,"Old Inspection Bungalow, Bhalukpong town, West Kameng, Arunachal Pradesh, India",07-01-2016 00:00,27.0136,92.6351,Arunachal Pradesh,"Old Inspection Bungalow, Bhalukpong town, West Kameng, Arunachal Pradesh, India",downpour,large,5,3,ISRO / NRSC Landslide Inventory & GLC
4385,"lachen, Sikkim",06-03-2012 00:00,27.7167,88.5577,NER,"lachen, Sikkim",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
585,"Itanagar-Naharlagun, Arunachal Pradesh",06/14/2008 12:00:00 AM,27.0998,93.6287,Arunāchal Pradesh,"Itanagar-Naharlagun, Arunachal Pradesh",rain,large,21,0,ISRO / NRSC Landslide Inventory & GLC
4859,"Sarania Hills, North Guwahati, Guwahati, Assam,",05-11-2013 00:00,26.1771,91.7599,Assam,"Sarania Hills, North Guwahati, Guwahati, Assam,",rain,medium,0,1,ISRO / NRSC Landslide Inventory & GLC
4436,"Khonsa, Arunachal Pradesh",06/25/2012 12:00:00 AM,26.9986,95.4993,Arunāchal Pradesh,"Khonsa, Arunachal Pradesh",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
3916,"Chumukedima, Dimapur",08/13/2011 08:00:00 AM,25.7713,93.8067,Assam,"Chumukedima, Dimapur",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
7034,"Lava, Kalimpong",06/30/2015 12:00:00 AM,27.0875,88.6556,West Bengal,"Lava, Kalimpong",downpour,medium,1,0,ISRO / NRSC Landslide Inventory & GLC
5250,"Polo River At Polosang, Arunachal Pradesh",08-01-2013 00:00,27.8837,93.0515,Arunachal Pradesh,"Polo River At Polosang, Arunachal Pradesh",rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
3805,200 meters from Teesta Bridge towards Siliguri,07/19/2011 12:00:00 AM,27.05374234,88.42572376,Sikkim,200 meters from Teesta Bridge towards Siliguri,rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
3738,"National Highway 53, Sinam Khul (near Kotlen; ~25 km from Imphal)",07-06-2011 00:00,24.8063,93.9482,Manipur,"National Highway 53, Sinam Khul (near Kotlen; ~25 km from Imphal)",downpour,medium,6,0,ISRO / NRSC Landslide Inventory & GLC
2426,"Hual(Hu) village(?), Lunglei-Lawngtlai rd, Mizoram",09/13/2010 12:00:00 AM,22.7176,92.8416,Mizoram,"Hual(Hu) village(?), Lunglei-Lawngtlai rd, Mizoram",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
1084,"Upper Subansiri District, Arunanchal Pradesh",08-12-2009 00:00,27.7,92.8,Arunāchal Pradesh,"Upper Subansiri District, Arunanchal Pradesh",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
7266,Yangkhullen-Tamphung road till Nagaland border,07/22/2015 12:00:00 AM,25.5098,93.8794,Manipur,Yangkhullen-Tamphung road till Nagaland border,continuous_rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
1129,"Road stretch from Gammom to Chamu village, under Kamjong block, Ukhrul district, Manipur",08/30/2009 12:00:00 AM,24.8628,94.4182,Manipur,"Road stretch from Gammom to Chamu village, under Kamjong block, Ukhrul district, Manipur",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
2166,"Highway 53 at Tupul, Tamenglong district",07/29/2010 12:00:00 AM,24.9786,93.5027,Assam,"Highway 53 at Tupul, Tamenglong district",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
213,Shillong Road at Kuliang in the Jaintia Hills,08/26/2007 12:00:00 AM,25.2946,92.8339,Assam,Shillong Road at Kuliang in the Jaintia Hills,rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
4426,Lalunggaon near Gorchuk area,06/22/2012 12:00:00 AM,26.1226,91.7162,Assam,Lalunggaon near Gorchuk area,downpour,medium,3,0,ISRO / NRSC Landslide Inventory & GLC
8366,"Shillong, Meghalaya, India",09/23/2015 03:00:00 PM,25.583,91.893,Meghalaya,"Shillong, Meghalaya, India",downpour,medium,2,1,ISRO / NRSC Landslide Inventory & GLC
1934,Rongpur village under Bhairabhnagar panchayat in Karimganj district,06-03-2010 05:00,24.6005,92.3814,Assam,Rongpur village under Bhairabhnagar panchayat in Karimganj district,downpour,medium,2,0,ISRO / NRSC Landslide Inventory & GLC
7655,"Tawang, Arunachal Pradesh",04/22/2016 02:30:00 AM,27.5799,91.8569,Arunachal Pradesh,"Tawang, Arunachal Pradesh",continuous_rain,medium,17,0,ISRO / NRSC Landslide Inventory & GLC
9464,Babrang village under Jang circle in Tawang district,08-05-2016 00:00,27.5754,91.9754,Arunachal Pradesh,Babrang village under Jang circle in Tawang district,downpour,medium,0,3,ISRO / NRSC Landslide Inventory & GLC
3912,East Kameng district in Arunachal Pradesh bordering China,08-12-2011 00:00,27.44,92.2833,Arunāchal Pradesh,East Kameng district in Arunachal Pradesh bordering China,rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
5272,"Longsa, Nagaland",08-04-2013 00:00,26.2083,94.5438,Nāgāland,"Longsa, Nagaland",monsoon,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
580,"near Kuloor church, in Manipur along National Highway",06-09-2008 00:00,24.6596,93.9784,Manipur,"near Kuloor church, in Manipur along National Highway",monsoon,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
5575,"Chiechama, Nagaland",10-05-2013 23:00,25.8266,94.1497,Nāgāland,"Chiechama, Nagaland",continuous_rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
8996,"Pub Sarania hill, South Sarania, Guwahati, Assam, India",07/14/2016 12:00:00 AM,26.1768,91.7702,Assam,"Pub Sarania hill, South Sarania, Guwahati, Assam, India",monsoon,small,1,0,ISRO / NRSC Landslide Inventory & GLC
1613,"Koloriang, Kuring Kumey district, Arunachal Pradesh",04-02-2010 23:00,27.8997,93.3497,Arunāchal Pradesh,"Koloriang, Kuring Kumey district, Arunachal Pradesh",downpour,large,12,0,ISRO / NRSC Landslide Inventory & GLC
7138,"NH-10, Sepi Jhora, Kalimpong",07-07-2015 00:00,27.0816,88.4397,Sikkim,"NH-10, Sepi Jhora, Kalimpong",continuous_rain,small,0,0,ISRO / NRSC Landslide Inventory & GLC
4857,"Laipuitland , Aizawl, Mizoram",05-11-2013 09:00,23.7281,92.7175,Mizoram,"Laipuitland , Aizawl, Mizoram",rain,large,15,0,ISRO / NRSC Landslide Inventory & GLC
6945,"amei to Kangpokpi via Imphal road, 0.5 km from Tamei, Tamenglang District",06/19/2015 12:00:00 AM,25.16,93.686,Manipur,"amei to Kangpokpi via Imphal road, 0.5 km from Tamei, Tamenglang District",monsoon,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
1857,"National highway 44 at Sunapur and Tongseng in Jaintia Hills district, eastern Meghalaya",05-11-2010 09:00,25.3433,92.2897,Meghālaya,"National highway 44 at Sunapur and Tongseng in Jaintia Hills district, eastern Meghalaya",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
2743,"Tawang Monastery, Arunachal Pradesh",11/22/2010 12:00:00 AM,27.5798729,91.85672387,Arunāchal Pradesh,"Tawang Monastery, Arunachal Pradesh",unknown,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
4860,"Boragaon, North Guwahati, Guwahati, Assam,",05-11-2013 00:00,26.1016,91.6906,Assam,"Boragaon, North Guwahati, Guwahati, Assam,",rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
4845,"Kolasib, Saiha, Mizoram,",05-07-2013 00:00,24.2315,92.6755,Mizoram,"Kolasib, Saiha, Mizoram,",rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
7363,"Limbu Dhura, Tingling",06/30/2015 11:00:00 PM,26.8843,88.1835,West Bengal,"Limbu Dhura, Tingling",downpour,medium,19,0,ISRO / NRSC Landslide Inventory & GLC
1770,"Kharghuli, Guwahati, Assam",04/20/2010 12:00:00 AM,26.1965,91.763,Assam,"Kharghuli, Guwahati, Assam",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
7728,Natonal Highway in Jorabat area,08/22/2015 09:00:00 AM,26.1028,91.8806,Assam,Natonal Highway in Jorabat area,continuous_rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
5274,"Suruhuto Town, Nagaland",08-04-2013 00:00,26.0838,94.564,Nāgāland,"Suruhuto Town, Nagaland",rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
7836,"National Highway 54, at Kawnpui town",08/27/2015 12:00:00 AM,24.042,92.6724,Mizoram,"National Highway 54, at Kawnpui town",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
3776,Itanagar/Naharlagur/Nirjuli,07/15/2011 06:00:00 PM,27.125,93.7145,Arunāchal Pradesh,Itanagar/Naharlagur/Nirjuli,downpour,small,0,0,ISRO / NRSC Landslide Inventory & GLC
4798,"Dibang Valley, Arunachal Pradesh",04-07-2013 00:00,28.8254,96.1509,Arunachal Pradesh,"Dibang Valley, Arunachal Pradesh",rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
7388,Senam,08-01-2015 00:00,24.416,94.0984,Manipur,Senam,continuous_rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
5421,"Yakshu, Nagaland",08/30/2013 12:00:00 AM,26.4205,94.9731,Nāgāland,"Yakshu, Nagaland",unknown,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
2343,"NH-39 at Ekai village(?), 2 km for Tadubi, Manipur",08/27/2010 04:30:00 PM,25.4786,94.1327,Nāgāland,"NH-39 at Ekai village(?), 2 km for Tadubi, Manipur",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
3619,"National HWY 31A, Birik (cut off Sikkim)",06/17/2011 07:30:00 PM,27.4885,88.4451,NER,"National HWY 31A, Birik (cut off Sikkim)",rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
3683,NH-61 between Botsa and Chiechama,07-01-2011 00:00,25.8782,94.1739,Nāgāland,NH-61 between Botsa and Chiechama,downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
9619,Namchi,10/15/2016 12:00:00 AM,27.1695,88.3664,Sikkim,Namchi,rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
7591,Ratacherra,03/19/2015 12:00:00 AM,25.0318,92.4584,Assam,Ratacherra,rain,small,0,0,ISRO / NRSC Landslide Inventory & GLC
5441,"Gosang Village Under Jengging Circle, Arunachal Pradesh",09-02-2013 00:00,28.611,94.9829,Arunāchal Pradesh,"Gosang Village Under Jengging Circle, Arunachal Pradesh",downpour,large,0,0,ISRO / NRSC Landslide Inventory & GLC
9232,"Ngur, near Mizoram-Myanmar border, India",07/28/2016 11:00:00 PM,23.5397,93.3783,Mizoram,"Ngur, near Mizoram-Myanmar border, India",continuous_rain,medium,2,6,ISRO / NRSC Landslide Inventory & GLC
4434,"Sonaighuli area near Kahilipara, Guwahati City, Assam",06/25/2012 06:00:00 PM,26.1049,91.7369,Assam,"Sonaighuli area near Kahilipara, Guwahati City, Assam",downpour,large,1,0,ISRO / NRSC Landslide Inventory & GLC
1090,"Malutar tea estate, Darjeeling, West Bengal",08/16/2009 12:00:00 AM,26.9599,88.268,Bengal,"Malutar tea estate, Darjeeling, West Bengal",downpour,medium,2,0,ISRO / NRSC Landslide Inventory & GLC
4378,"Arunachal Pradesh, Dibang,",06-02-2012 00:00,28.8254,96.1517,Arunachal Pradesh,"Arunachal Pradesh, Dibang,",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
7214,Type-IV Colony of Seppa in East Kameng,07/15/2015 08:00:00 AM,27.36,93.0385,Arunachal Pradesh,Type-IV Colony of Seppa in East Kameng,monsoon,medium,3,0,ISRO / NRSC Landslide Inventory & GLC
5582,"Batahguli, Guwahati, Assam",10-06-2013 12:45,26.1309,91.8383,Assam,"Batahguli, Guwahati, Assam",downpour,medium,1,0,ISRO / NRSC Landslide Inventory & GLC
2405,"Mossing(Mosing) village(?), Upper Siang district, Arunachal Pradesh",09-09-2010 23:00,28.3036,95.4112,Arunāchal Pradesh,"Mossing(Mosing) village(?), Upper Siang district, Arunachal Pradesh",downpour,medium,10,0,ISRO / NRSC Landslide Inventory & GLC
3556,"Roads between Tamei(Tamma?), Kangpokpi and Chalwa, Manipur",05/31/2011 02:00:00 PM,25.1555,93.8474,Manipur,"Roads between Tamei(Tamma?), Kangpokpi and Chalwa, Manipur",continuous_rain,small,0,0,ISRO / NRSC Landslide Inventory & GLC
2569,"Bungte Chiru village(?), Senapati district, Manipur",10-08-2010 00:00,25.2745,94.0212,Nāgāland,"Bungte Chiru village(?), Senapati district, Manipur",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
2423,"road to Kanan Veng from Hunthar Veng, Mizoram",09/13/2010 12:00:00 AM,23.73504471,92.71060943,Mizoram,"road to Kanan Veng from Hunthar Veng, Mizoram",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
3532,"Silchar-Haflong rd., at Reko(Rekha )(?), near Harangajao, Barail Hills, Assam",05/24/2011 12:00:00 AM,25.0888,92.8551,Assam,"Silchar-Haflong rd., at Reko(Rekha )(?), near Harangajao, Barail Hills, Assam",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
2345,"Daragaon(?), Gangtok city, Sikkim",08/27/2010 06:00:00 PM,27.3392,88.6188,Sikkim,"Daragaon(?), Gangtok city, Sikkim",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
7956,Byrnihat,09-05-2015 00:00,26.048,91.8695,Meghalaya,Byrnihat,unknown,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
2425,"near Tuichang(?) on Tuichang river, Aizawl-Champhai rd, Mizoram",09/13/2010 12:00:00 AM,23.3439,93.0748,Mizoram,"near Tuichang(?) on Tuichang river, Aizawl-Champhai rd, Mizoram",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
6970,Akonggre,06/16/2015 12:00:00 AM,25.5084,90.2191,Meghalaya,Akonggre,downpour,small,1,0,ISRO / NRSC Landslide Inventory & GLC
5312,Kangtsung Village,08-11-2013 23:00,26.7103,94.693,Assam,Kangtsung Village,downpour,very_large,0,0,ISRO / NRSC Landslide Inventory & GLC
1929,"North Sikkiim Highway, periphery of Gangtok, Sikkim East district",05/31/2010 11:00:00 PM,27.3543,88.6428,Sikkim,"North Sikkiim Highway, periphery of Gangtok, Sikkim East district",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
2568,"Nungba, Tamenglong, Manipur",10-08-2010 00:00,24.7679,93.4108,Assam,"Nungba, Tamenglong, Manipur",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
7409,Meluri Sub-Division in Phek District of Nagaland,08-02-2015 00:00,25.72,94.6219,Nagaland,Meluri Sub-Division in Phek District of Nagaland,continuous_rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
9219,"Zunheboto, Nagaland, India",07/26/2016 11:00:00 PM,26.0101,94.5282,Nagaland,"Zunheboto, Nagaland, India",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
7141,"Yedakumeri, Bengaluru-Mangaluru train",07-08-2015 00:00,12.9455,75.7797,Karnataka,"Yedakumeri, Bengaluru-Mangaluru train",rain,small,0,0,ISRO / NRSC Landslide Inventory & GLC
274,"Multiple places along 31A, Tarkhola area in Kalimpong district and Sevoke in WB",09/20/2007 12:00:00 AM,27.0875,88.4572,Bengal,"Multiple places along 31A, Tarkhola area in Kalimpong district and Sevoke in WB",rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
2579,"Lower Pezielietsie(Tinpati), Kohima, Manipur",10-09-2010 00:00,25.682,94.1076,Nāgāland,"Lower Pezielietsie(Tinpati), Kohima, Manipur",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
8223,"Aizawl, Mizoram, India",09/14/2015 03:10:00 AM,23.7348,92.7187,Mizoram,"Aizawl, Mizoram, India",downpour,large,0,0,ISRO / NRSC Landslide Inventory & GLC
7336,NH-62 at Sibbari,08/19/2015 09:00:00 AM,25.2193,90.5549,Meghalaya,NH-62 at Sibbari,continuous_rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
9252,"Dolma Lhakang complex, Lumla, Tawang,  Arunachal Pradesh, India",07/28/2016 12:00:00 AM,27.5748,91.8644,Arunachal Pradesh,"Dolma Lhakang complex, Lumla, Tawang,  Arunachal Pradesh, India",monsoon,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
7038,"Khahare Khola, Kurseong",07-01-2015 00:00,26.8781,88.2807,West Bengal,"Khahare Khola, Kurseong",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
5300,"Senapati, Manipur",08-09-2013 00:00,25.318,94.0441,Nāgāland,"Senapati, Manipur",downpour,large,0,0,ISRO / NRSC Landslide Inventory & GLC
7665,Khoupum,08-11-2015 00:00,24.7016,93.5291,Manipur,Khoupum,continuous_rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
133,Beldanga,07/21/2007 12:00:00 AM,23.9304,88.2374,Bengal,Beldanga,rain,medium,1,0,ISRO / NRSC Landslide Inventory & GLC
1994,"rails between Jatinga and Longrangjao(?), Assam",06/16/2010 12:00:00 AM,25.0633,92.8025,Assam,"rails between Jatinga and Longrangjao(?), Assam",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
3760,"NH-61, 1 km before reaching Botsa",07-11-2011 09:00,25.6703,94.1095,Nāgāland,"NH-61, 1 km before reaching Botsa",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
9587,between Siliguri and Sevak,10-12-2016 00:00,26.8692,88.4695,West Bengal,between Siliguri and Sevak,downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
7139,Kurseong,07-07-2015 23:00,26.8826,88.2806,West Bengal,Kurseong,continuous_rain,medium,1,0,ISRO / NRSC Landslide Inventory & GLC
692,"National Highway-39, Dimapur-Imphal road and another under Kiphire district of Nagaland",08-07-2008 00:00,25.705,94.04,Nāgāland,"National Highway-39, Dimapur-Imphal road and another under Kiphire district of Nagaland",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
3633,Mokokchung,06/20/2011 12:00:00 AM,26.3186,94.5121,Nāgāland,Mokokchung,downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
7374,Ukhrul town Circular road from Rayotang to Viewland Zone II,08-01-2015 00:00,25.1122,94.3591,Manipur,Ukhrul town Circular road from Rayotang to Viewland Zone II,continuous_rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
4446,"Tuting, Upper Siang , Arunachal Pradesh",07-05-2012 00:00,28.9986,94.8885,Arunachal Pradesh,"Tuting, Upper Siang , Arunachal Pradesh",downpour,large,0,0,ISRO / NRSC Landslide Inventory & GLC
2341,"NH-31A at Topakhani tunnel(?) and fruit preservation factory(?) and Chisopani bridge(?), near Singtam and Gangtok and Rangpo, Sikkim",08/26/2010 11:00:00 PM,27.2319,88.497,NER,"NH-31A at Topakhani tunnel(?) and fruit preservation factory(?) and Chisopani bridge(?), near Singtam and Gangtok and Rangpo, Sikkim",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
2098,"Jahjon ward(?), Mon town, Nagaland",07/19/2010 06:00:00 AM,26.7215,95.0283,Nāgāland,"Jahjon ward(?), Mon town, Nagaland",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
269,Geyzing-Jorethang road and Naya Bazar-Legship road,09/18/2007 12:00:00 AM,27.2872,88.2816,Sikkim,Geyzing-Jorethang road and Naya Bazar-Legship road,rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
2205,"Dawrpui Vengthar cemetary, Aizwal, Mizoram",08-06-2010 00:00,23.7365,92.7146,Mizoram,"Dawrpui Vengthar cemetary, Aizwal, Mizoram",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
4610,"Dapchhuah, Mamit, Mizoram",11-11-2012 00:00,23.7705,92.5217,Mizoram,"Dapchhuah, Mamit, Mizoram",downpour,medium,4,0,ISRO / NRSC Landslide Inventory & GLC
5275,"Suruhuto Town, Nagaland",08-04-2013 00:00,26.1498,94.6055,Nāgāland,"Suruhuto Town, Nagaland",monsoon,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
2440,"Maletha village, near Badrinath",09/17/2010 12:00:00 AM,30.75402442,79.49970189,Uttarakhand,"Maletha village, near Badrinath",downpour,very_large,0,0,ISRO / NRSC Landslide Inventory & GLC
9138,"NH 10 between Coronation Bridge and Sevoke Kalibari, West Bengal, India",07/21/2016 09:00:00 AM,26.9015,88.4719,West Bengal,"NH 10 between Coronation Bridge and Sevoke Kalibari, West Bengal, India",rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
1031,"Kurseong, Darjeeling, West Bengal",05/26/2009 12:00:00 AM,26.8836,88.2791,Bengal,"Kurseong, Darjeeling, West Bengal",tropical_cyclone,medium,7,0,ISRO / NRSC Landslide Inventory & GLC
2247,"Tuensang-Shamatore(Sampurre) rd, Nagaland",08/14/2010 12:00:00 AM,26.148,94.8422,Nāgāland,"Tuensang-Shamatore(Sampurre) rd, Nagaland",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
6964,"National Highway 31A, Darjeeling Hills",06/17/2015 12:00:00 AM,27.0087,88.443,West Bengal,"National Highway 31A, Darjeeling Hills",downpour,small,0,0,ISRO / NRSC Landslide Inventory & GLC
3927,"Garo Hills, Tura",08/16/2011 08:00:00 AM,25.5144,90.2167,Meghālaya,"Garo Hills, Tura",downpour,medium,6,0,ISRO / NRSC Landslide Inventory & GLC
259,"Assam-Agartala National Highway, Sonarpur in Jayantiya hills of Meghalaya",09-11-2007 00:00,25.52,91.27,Meghālaya,"Assam-Agartala National Highway, Sonarpur in Jayantiya hills of Meghalaya",rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
6112,"Kharghuli Hills, Assam",06/28/2014 09:00:00 AM,26.1964,91.7652,Assam,"Kharghuli Hills, Assam",rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
7039,8 mile in Kalimpong,07-01-2015 00:00,27.0678,88.456,West Bengal,8 mile in Kalimpong,downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
231,Darjeeling Hills (Lebong - 10 km from Darjeeling,09-05-2007 00:00,27.06826195,88.28121204,Bengal,Darjeeling Hills (Lebong - 10 km from Darjeeling,rain,medium,15,0,ISRO / NRSC Landslide Inventory & GLC
7390,between Tengnoupal-Sita junction and Tengnoupal Power Sub-Station,08-01-2015 00:00,24.4265,94.1913,Manipur,between Tengnoupal-Sita junction and Tengnoupal Power Sub-Station,continuous_rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
