slope,elevation,aspect_deg,historical_density,dist_to_road_m,dist_to_drainage_m,geology_weathering,rain_1h,rain_6h,rain_24h,rain_72h,forecast_rain_24h,soil_moisture_0_7,soil_moisture_7_28,soil_moisture_28_100,humidity,temperature,population,road_criticality,target_risk_score,risk_class,data_source
18.65,2193.0,260.3,5,271.0,164.4,3.0,5.0,22.2,64.8,101.2,48.6,0.223,0.241,0.229,69.7,11.7,8500,1.0,2.6,0,LANDSLIDE_OBSERVATION_CATALOG
32.69,765.8,252.7,7,569.6,227.5,3.0,19.0,59.2,179.2,376.6,134.4,0.369,0.461,0.361,86.9,21.0,8500,1.0,14.1,0,LANDSLIDE_OBSERVATION_CATALOG
8.15,523.5,11.7,0,176.1,147.9,3.0,21.8,74.6,229.2,466.9,171.9,0.433,0.52,0.404,94.4,22.6,8500,2.0,2.8,0,LANDSLIDE_OBSERVATION_CATALOG
31.79,1670.6,285.2,2,108.4,831.5,3.0,48.1,114.3,254.3,389.4,190.73,0.466,0.472,0.367,98.1,15.1,8500,2.0,11.4,0,LANDSLIDE_OBSERVATION_CATALOG
27.9,1058.1,298.6,2,265.1,52.5,3.0,11.0,37.1,100.6,219.0,75.45,0.269,0.335,0.285,75.1,19.1,8500,1.0,3.5,0,LANDSLIDE_OBSERVATION_CATALOG
24.69,2595.8,94.1,4,311.9,446.7,3.0,52.7,204.0,437.4,1089.4,328.05,0.55,0.52,0.48,99.0,9.1,8500,1.0,57.2,2,LANDSLIDE_OBSERVATION_CATALOG
28.27,1013.7,244.0,3,1081.1,34.8,3.0,26.8,105.4,275.6,435.5,206.7,0.493,0.508,0.389,99.0,19.4,8500,1.0,12.9,0,LANDSLIDE_OBSERVATION_CATALOG
2.6,1768.7,240.7,1,120.8,77.4,3.0,12.9,49.7,129.2,264.0,96.9,0.305,0.371,0.307,79.4,14.5,8500,2.0,0.8,0,LANDSLIDE_OBSERVATION_CATALOG
9.69,1197.8,257.1,1,240.3,286.3,4.0,31.4,146.2,309.6,793.0,232.2,0.536,0.52,0.48,99.0,18.2,8500,2.0,11.1,0,LANDSLIDE_OBSERVATION_CATALOG
29.28,107.4,357.4,1,610.5,300.0,4.0,30.3,97.2,274.1,586.9,205.58,0.491,0.52,0.462,99.0,25.3,8500,1.0,15.9,0,LANDSLIDE_OBSERVATION_CATALOG
32.66,2282.8,160.3,1,164.0,519.4,3.5,45.3,184.1,366.4,801.7,274.8,0.55,0.52,0.48,99.0,11.2,8500,2.0,40.6,1,LANDSLIDE_OBSERVATION_CATALOG
21.54,1343.9,30.7,4,574.3,1295.6,3.0,7.3,22.5,44.4,147.8,33.3,0.197,0.278,0.251,66.7,17.3,8500,1.0,4.6,0,LANDSLIDE_OBSERVATION_CATALOG
29.43,1291.5,122.3,2,137.9,714.3,3.5,3.9,3.9,8.8,56.9,6.6,0.151,0.206,0.207,61.3,17.6,8500,2.0,3.4,0,LANDSLIDE_OBSERVATION_CATALOG
21.38,999.4,20.5,1,289.1,1431.7,3.0,7.6,37.2,77.1,177.3,57.82,0.239,0.302,0.265,71.6,19.5,8500,1.0,1.4,0,LANDSLIDE_OBSERVATION_CATALOG
28.28,1419.4,55.8,4,1007.2,192.1,3.0,13.9,59.5,173.1,342.6,129.82,0.362,0.434,0.344,86.0,16.8,8500,1.0,4.7,0,LANDSLIDE_OBSERVATION_CATALOG
0.0,730.8,219.2,1,853.4,26.6,3.0,2.7,21.5,44.8,144.1,33.6,0.197,0.275,0.249,66.7,21.2,8500,1.0,0.8,0,LANDSLIDE_OBSERVATION_CATALOG
29.22,987.0,180.1,1,115.7,62.2,3.0,21.1,75.3,220.7,387.0,165.52,0.422,0.47,0.366,93.1,19.6,8500,2.0,7.5,0,LANDSLIDE_OBSERVATION_CATALOG
10.79,1479.6,25.8,0,1316.8,467.4,3.0,16.8,39.6,55.7,132.0,41.78,0.211,0.266,0.243,68.4,16.4,8500,1.0,0.7,0,LANDSLIDE_OBSERVATION_CATALOG
40.77,1309.2,42.2,4,117.2,3666.9,4.0,11.6,36.9,85.8,200.0,64.35,0.25,0.32,0.276,72.9,17.5,8500,2.0,6.8,0,LANDSLIDE_OBSERVATION_CATALOG
47.48,2436.5,23.2,1,958.4,152.0,3.0,11.3,43.8,105.3,163.3,78.97,0.275,0.291,0.258,75.8,10.2,8500,1.0,5.2,0,LANDSLIDE_OBSERVATION_CATALOG
47.66,1609.6,317.5,3,471.5,483.6,3.0,12.2,23.0,71.7,146.4,53.78,0.232,0.277,0.25,70.8,15.5,8500,1.0,6.6,0,LANDSLIDE_OBSERVATION_CATALOG
17.66,1964.5,281.3,2,37.9,30.7,4.0,5.2,23.3,47.2,113.1,35.4,0.2,0.25,0.234,67.1,13.2,15000,3.0,1.2,0,LANDSLIDE_OBSERVATION_CATALOG
12.4,1481.3,58.7,1,317.3,771.9,4.0,7.6,26.4,57.4,143.1,43.05,0.213,0.274,0.249,68.6,16.4,8500,1.0,1.3,0,LANDSLIDE_OBSERVATION_CATALOG
17.32,1967.0,198.7,4,97.5,337.5,3.5,24.4,91.6,245.0,535.6,183.75,0.454,0.52,0.437,96.8,13.2,8500,2.0,13.3,0,LANDSLIDE_OBSERVATION_CATALOG
16.1,330.7,336.1,2,148.5,561.6,3.0,1.6,9.5,23.9,23.9,17.92,0.171,0.179,0.191,63.6,23.9,8500,2.0,1.6,0,LANDSLIDE_OBSERVATION_CATALOG
3.59,824.2,254.2,3,1853.4,111.6,3.0,41.6,177.3,331.1,720.9,248.33,0.55,0.52,0.48,99.0,20.6,8500,1.0,11.5,0,LANDSLIDE_OBSERVATION_CATALOG
31.77,1200.0,94.4,5,199.5,13.2,3.5,9.1,41.3,95.7,238.4,71.78,0.262,0.351,0.294,74.4,18.2,8500,2.0,6.5,0,LANDSLIDE_OBSERVATION_CATALOG
39.19,1356.1,179.3,2,22.3,308.2,3.0,25.7,89.5,298.9,573.4,224.17,0.523,0.52,0.455,99.0,17.2,15000,3.0,37.0,1,LANDSLIDE_OBSERVATION_CATALOG
14.18,1386.5,111.5,3,1263.2,54.7,3.0,17.0,54.9,146.6,253.1,109.95,0.328,0.362,0.301,82.0,17.0,8500,1.0,3.9,0,LANDSLIDE_OBSERVATION_CATALOG
22.54,853.9,278.3,4,223.3,1479.3,3.0,16.7,57.6,169.5,453.8,127.12,0.357,0.52,0.398,85.4,20.4,8500,2.0,9.2,0,LANDSLIDE_OBSERVATION_CATALOG
35.55,1769.6,261.6,0,162.0,890.3,3.0,33.3,125.4,294.1,493.8,220.58,0.516,0.52,0.417,99.0,14.5,8500,2.0,12.6,0,LANDSLIDE_OBSERVATION_CATALOG
16.59,1477.3,292.4,2,33.3,300.0,3.0,21.1,84.0,257.4,660.3,193.05,0.469,0.52,0.48,98.6,16.4,15000,3.0,10.0,0,LANDSLIDE_OBSERVATION_CATALOG
18.72,1982.5,101.2,2,431.5,746.4,3.0,42.3,116.6,299.8,595.7,224.85,0.524,0.52,0.466,99.0,13.1,8500,1.0,9.8,0,LANDSLIDE_OBSERVATION_CATALOG
27.15,1505.7,270.5,3,469.7,684.7,3.5,28.5,68.3,129.3,287.5,96.98,0.306,0.39,0.318,79.4,16.2,8500,1.0,8.5,0,LANDSLIDE_OBSERVATION_CATALOG
33.72,2081.0,181.5,4,598.0,300.0,3.0,7.6,7.6,79.7,138.5,59.78,0.242,0.271,0.246,72.0,12.5,8500,1.0,4.4,0,LANDSLIDE_OBSERVATION_CATALOG
38.01,2011.9,137.7,4,133.7,1148.1,4.0,28.7,112.8,220.0,402.4,165.0,0.422,0.482,0.373,93.0,12.9,8500,2.0,16.2,0,LANDSLIDE_OBSERVATION_CATALOG
31.09,1859.3,196.9,2,655.7,407.7,3.0,20.8,47.2,140.4,281.4,105.3,0.32,0.385,0.315,81.1,13.9,8500,1.0,3.1,0,LANDSLIDE_OBSERVATION_CATALOG
14.67,1468.2,171.3,2,403.3,39.1,3.0,11.3,31.3,51.5,119.2,38.62,0.206,0.255,0.237,67.7,16.5,8500,1.0,1.3,0,LANDSLIDE_OBSERVATION_CATALOG
16.87,312.3,5.2,3,493.2,97.9,3.0,24.1,56.3,144.3,339.9,108.23,0.325,0.432,0.343,81.6,24.0,8500,1.0,3.4,0,LANDSLIDE_OBSERVATION_CATALOG
36.94,2736.8,182.4,1,222.0,846.1,3.5,20.7,72.4,186.3,388.7,139.73,0.378,0.471,0.367,87.9,8.2,8500,2.0,12.2,0,LANDSLIDE_OBSERVATION_CATALOG
22.77,682.0,133.1,2,829.9,852.9,3.0,33.0,134.4,308.9,653.5,231.67,0.535,0.52,0.48,99.0,21.6,8500,1.0,14.7,0,LANDSLIDE_OBSERVATION_CATALOG
28.95,632.0,287.2,2,184.4,912.0,3.0,15.2,51.4,119.1,319.4,89.32,0.292,0.416,0.333,77.9,21.9,8500,2.0,6.6,0,LANDSLIDE_OBSERVATION_CATALOG
36.33,2389.5,22.8,5,349.2,103.3,3.0,26.0,109.5,299.7,735.7,224.77,0.524,0.52,0.48,99.0,10.5,8500,1.0,55.9,2,LANDSLIDE_OBSERVATION_CATALOG
42.29,2052.1,118.0,4,20.0,614.7,3.0,1.3,1.3,1.3,1.3,0.98,0.142,0.161,0.181,60.2,12.7,15000,3.0,5.8,0,LANDSLIDE_OBSERVATION_CATALOG
30.58,768.4,167.1,1,288.2,190.4,3.0,6.8,26.5,56.1,65.2,42.08,0.212,0.212,0.211,68.4,21.0,8500,1.0,2.1,0,LANDSLIDE_OBSERVATION_CATALOG
51.09,2856.5,232.8,4,85.9,115.7,4.0,18.7,54.7,167.3,367.3,125.48,0.354,0.454,0.356,85.1,7.4,8500,2.0,24.0,0,LANDSLIDE_OBSERVATION_CATALOG
23.39,1075.5,331.6,1,339.5,3124.0,3.0,12.7,27.6,69.7,126.3,52.28,0.229,0.261,0.241,70.5,19.0,8500,1.0,2.2,0,LANDSLIDE_OBSERVATION_CATALOG
9.52,1913.9,279.0,2,132.9,750.3,4.0,24.1,97.9,270.6,676.5,202.95,0.486,0.52,0.48,99.0,13.6,8500,2.0,12.8,0,LANDSLIDE_OBSERVATION_CATALOG
5.63,1595.8,260.0,1,623.1,50.1,3.0,5.5,18.6,39.0,46.1,29.25,0.19,0.197,0.202,65.8,15.6,8500,1.0,0.5,0,LANDSLIDE_OBSERVATION_CATALOG
24.12,1682.0,140.5,1,211.1,1315.0,3.0,16.3,64.4,159.2,400.1,119.4,0.344,0.48,0.372,83.9,15.1,8500,2.0,2.6,0,LANDSLIDE_OBSERVATION_CATALOG
12.9,1810.8,1.8,2,184.7,314.7,3.0,18.6,85.8,153.6,314.8,115.2,0.337,0.412,0.331,83.0,14.2,8500,2.0,2.5,0,LANDSLIDE_OBSERVATION_CATALOG
35.86,1528.9,39.7,2,98.7,1763.1,3.0,6.2,30.9,93.3,147.7,69.97,0.259,0.278,0.251,74.0,16.1,8500,2.0,3.8,0,LANDSLIDE_OBSERVATION_CATALOG
24.03,142.0,308.9,2,110.8,2443.7,3.0,2.1,12.0,31.1,75.4,23.33,0.18,0.22,0.216,64.7,25.1,8500,2.0,0.9,0,LANDSLIDE_OBSERVATION_CATALOG
25.88,1130.8,80.3,5,759.2,784.3,3.0,30.7,131.3,278.5,690.9,208.88,0.496,0.52,0.48,99.0,18.6,8500,1.0,28.2,1,LANDSLIDE_OBSERVATION_CATALOG
16.44,1256.4,209.8,1,148.8,887.4,3.0,15.5,38.7,66.5,111.3,49.88,0.225,0.249,0.233,70.0,17.8,8500,2.0,1.4,0,LANDSLIDE_OBSERVATION_CATALOG
16.79,524.4,344.7,2,97.6,102.8,3.0,26.7,95.5,189.4,416.3,142.05,0.382,0.493,0.38,88.4,22.6,8500,2.0,3.6,0,LANDSLIDE_OBSERVATION_CATALOG
26.22,2481.6,196.0,3,129.5,2101.8,3.5,60.1,201.1,341.6,662.8,256.2,0.55,0.52,0.48,99.0,9.9,8500,2.0,21.1,0,LANDSLIDE_OBSERVATION_CATALOG
0.0,1189.3,269.4,0,5.9,719.3,4.0,14.2,57.3,106.6,234.2,79.95,0.276,0.347,0.292,76.0,18.3,15000,3.0,1.3,0,LANDSLIDE_OBSERVATION_CATALOG
4.74,1068.4,355.2,1,352.8,163.3,3.5,12.4,58.2,175.3,318.7,131.48,0.364,0.415,0.333,86.3,19.1,8500,1.0,2.1,0,LANDSLIDE_OBSERVATION_CATALOG
29.26,1810.1,200.6,3,174.5,1498.3,4.0,14.3,51.6,158.7,367.7,119.02,0.343,0.454,0.356,83.8,14.2,8500,2.0,8.2,0,LANDSLIDE_OBSERVATION_CATALOG
31.6,2045.0,112.1,3,232.5,59.2,3.0,27.9,108.0,256.0,561.2,192.0,0.468,0.52,0.449,98.4,12.7,8500,2.0,14.2,0,LANDSLIDE_OBSERVATION_CATALOG
5.07,2839.2,128.9,1,166.2,26.8,4.0,9.8,39.4,67.5,125.5,50.62,0.226,0.26,0.24,70.1,7.5,8500,2.0,0.9,0,LANDSLIDE_OBSERVATION_CATALOG
31.13,1237.8,284.7,1,557.3,540.0,4.0,26.4,108.3,214.2,404.2,160.65,0.414,0.483,0.374,92.1,18.0,8500,1.0,8.4,0,LANDSLIDE_OBSERVATION_CATALOG
56.9,1307.8,317.9,4,78.6,909.9,3.0,15.7,15.7,196.1,393.3,147.07,0.391,0.475,0.369,89.4,17.5,8500,2.0,37.1,1,LANDSLIDE_OBSERVATION_CATALOG
35.66,2110.4,51.0,3,5.0,1487.0,3.0,47.0,139.3,389.4,758.1,292.05,0.55,0.52,0.48,99.0,12.3,15000,3.0,53.5,2,LANDSLIDE_OBSERVATION_CATALOG
5.91,1756.4,7.5,1,534.5,509.5,3.0,36.3,133.0,414.3,958.3,310.73,0.55,0.52,0.48,99.0,14.6,8500,1.0,19.6,0,LANDSLIDE_OBSERVATION_CATALOG
22.45,912.6,69.7,1,334.0,2737.0,3.0,5.3,10.2,10.2,10.2,7.65,0.153,0.168,0.185,61.5,20.1,8500,1.0,0.9,0,LANDSLIDE_OBSERVATION_CATALOG
31.12,1875.3,104.3,2,444.8,246.6,3.0,76.2,266.4,600.0,1078.3,450.0,0.55,0.52,0.48,99.0,13.8,8500,1.0,80.2,3,LANDSLIDE_OBSERVATION_CATALOG
9.93,1725.6,183.1,0,133.1,248.3,3.0,14.6,74.4,187.1,348.2,140.32,0.379,0.439,0.347,88.1,14.8,8500,2.0,1.9,0,LANDSLIDE_OBSERVATION_CATALOG
30.56,767.2,181.2,1,360.0,72.3,3.0,5.7,14.7,39.9,75.7,29.92,0.191,0.221,0.216,66.0,21.0,8500,1.0,1.8,0,LANDSLIDE_OBSERVATION_CATALOG
9.54,1492.7,337.0,0,332.1,1094.6,4.0,4.1,19.0,52.0,137.7,39.0,0.207,0.27,0.246,67.8,16.3,8500,1.0,0.9,0,LANDSLIDE_OBSERVATION_CATALOG
24.2,1091.9,54.9,2,896.0,213.9,3.0,5.3,19.3,52.4,98.4,39.3,0.207,0.239,0.227,67.9,18.9,8500,1.0,2.5,0,LANDSLIDE_OBSERVATION_CATALOG
66.02,1081.9,166.2,7,207.9,80.1,3.5,22.0,104.9,332.6,637.6,249.45,0.55,0.52,0.48,99.0,19.0,8500,2.0,99.0,3,LANDSLIDE_OBSERVATION_CATALOG
32.79,2170.9,110.5,2,1438.7,948.8,3.0,13.3,56.3,167.8,258.9,125.85,0.355,0.367,0.304,85.2,11.9,8500,1.0,6.3,0,LANDSLIDE_OBSERVATION_CATALOG
23.77,2291.9,226.4,2,323.2,847.9,3.0,30.9,30.9,303.9,549.0,227.92,0.529,0.52,0.444,99.0,11.1,8500,1.0,10.3,0,LANDSLIDE_OBSERVATION_CATALOG
47.09,2329.5,343.7,6,297.9,348.8,4.0,7.6,47.0,129.2,320.8,96.9,0.305,0.417,0.334,79.4,10.9,8500,1.0,24.7,0,LANDSLIDE_OBSERVATION_CATALOG
25.76,298.7,214.8,0,1341.9,150.4,3.0,9.6,29.5,97.3,223.4,72.97,0.265,0.339,0.287,74.6,24.1,8500,1.0,2.5,0,LANDSLIDE_OBSERVATION_CATALOG
24.87,1529.5,33.2,2,149.1,677.3,3.0,16.9,77.7,182.5,384.4,136.88,0.374,0.468,0.365,87.4,16.1,8500,2.0,6.1,0,LANDSLIDE_OBSERVATION_CATALOG
5.58,1501.0,274.2,0,398.1,574.9,3.0,30.5,86.7,271.4,630.9,203.55,0.487,0.52,0.48,99.0,16.2,8500,1.0,2.2,0,LANDSLIDE_OBSERVATION_CATALOG
0.0,657.9,125.5,1,238.7,300.0,3.0,0.3,6.7,18.0,44.7,13.5,0.163,0.196,0.201,62.7,21.7,8500,2.0,0.5,0,LANDSLIDE_OBSERVATION_CATALOG
17.73,1345.4,293.0,1,199.8,1121.9,3.0,3.5,13.3,43.7,86.5,32.78,0.196,0.229,0.222,66.6,17.3,8500,2.0,1.1,0,LANDSLIDE_OBSERVATION_CATALOG
8.46,20.0,205.9,2,700.5,230.5,3.0,13.7,44.3,126.2,273.2,94.65,0.302,0.379,0.311,78.9,25.9,8500,1.0,2.2,0,LANDSLIDE_OBSERVATION_CATALOG
33.19,1398.8,101.3,0,238.3,366.1,3.5,3.6,12.9,47.0,130.2,35.25,0.2,0.264,0.242,67.0,16.9,8500,2.0,1.8,0,LANDSLIDE_OBSERVATION_CATALOG
17.84,1449.8,71.9,1,2062.4,881.4,3.5,8.9,36.0,82.4,146.2,61.8,0.245,0.277,0.25,72.4,16.6,8500,1.0,1.1,0,LANDSLIDE_OBSERVATION_CATALOG
35.35,2432.7,28.7,2,116.5,417.5,3.0,5.4,27.7,62.3,151.6,46.72,0.22,0.281,0.253,69.3,10.2,8500,2.0,4.1,0,LANDSLIDE_OBSERVATION_CATALOG
13.26,749.4,83.5,1,79.6,276.1,3.0,16.3,59.3,124.8,314.5,93.6,0.3,0.412,0.331,78.7,21.1,8500,2.0,3.0,0,LANDSLIDE_OBSERVATION_CATALOG
16.66,1777.1,275.0,3,159.6,25.4,3.0,20.7,48.6,88.9,249.9,66.68,0.254,0.36,0.3,73.3,14.4,8500,2.0,2.8,0,LANDSLIDE_OBSERVATION_CATALOG
0.0,2147.7,300.9,0,232.2,1492.3,3.0,3.2,3.2,3.2,3.2,2.4,0.144,0.163,0.182,60.5,12.0,8500,2.0,0.2,0,LANDSLIDE_OBSERVATION_CATALOG
20.65,1805.7,83.1,2,411.9,711.0,3.0,36.9,142.3,357.6,563.2,268.2,0.55,0.52,0.45,99.0,14.3,8500,1.0,7.7,0,LANDSLIDE_OBSERVATION_CATALOG
31.97,2104.2,302.1,2,197.2,45.5,3.0,6.9,25.5,55.2,93.2,41.4,0.211,0.235,0.225,68.3,12.3,8500,2.0,2.3,0,LANDSLIDE_OBSERVATION_CATALOG
0.0,2167.3,211.0,1,1204.8,107.5,3.5,16.0,46.7,145.2,293.2,108.9,0.326,0.395,0.321,81.8,11.9,8500,1.0,1.3,0,LANDSLIDE_OBSERVATION_CATALOG
4.99,1564.1,317.0,1,125.4,264.6,3.0,12.1,37.2,95.9,215.8,71.93,0.263,0.333,0.284,74.4,15.8,8500,2.0,1.1,0,LANDSLIDE_OBSERVATION_CATALOG
33.44,1939.2,325.0,2,60.7,252.4,3.0,6.5,17.3,57.4,95.2,43.05,0.213,0.236,0.226,68.6,13.4,8500,2.0,2.6,0,LANDSLIDE_OBSERVATION_CATALOG
14.93,605.1,194.8,3,140.3,542.8,3.5,30.6,71.0,168.1,315.7,126.07,0.355,0.413,0.332,85.2,22.1,8500,2.0,5.1,0,LANDSLIDE_OBSERVATION_CATALOG
49.33,1148.8,93.0,1,243.2,795.6,3.0,12.1,49.5,146.8,265.2,110.1,0.328,0.372,0.307,82.0,18.5,8500,2.0,5.9,0,LANDSLIDE_OBSERVATION_CATALOG
33.54,775.9,185.6,5,717.3,217.5,3.0,55.7,150.5,322.1,646.4,241.58,0.55,0.52,0.48,99.0,21.0,8500,1.0,50.1,1,LANDSLIDE_OBSERVATION_CATALOG
21.44,1682.7,232.7,1,78.5,32.1,3.5,26.7,108.6,199.9,364.5,149.93,0.396,0.452,0.355,90.0,15.1,8500,2.0,4.0,0,LANDSLIDE_OBSERVATION_CATALOG
40.47,1714.3,342.8,4,210.4,348.9,3.0,19.0,63.3,174.8,352.0,131.1,0.364,0.442,0.349,86.2,14.9,8500,2.0,13.8,0,LANDSLIDE_OBSERVATION_CATALOG
7.97,1256.8,106.1,1,628.6,912.8,3.0,16.9,80.9,186.3,447.7,139.73,0.378,0.518,0.395,87.9,17.8,8500,1.0,2.7,0,LANDSLIDE_OBSERVATION_CATALOG
35.28,1200.0,13.2,2,488.1,1300.9,3.0,4.0,12.9,28.9,58.4,21.67,0.177,0.207,0.208,64.3,18.2,8500,1.0,2.1,0,LANDSLIDE_OBSERVATION_CATALOG
25.41,1263.0,212.6,0,1362.0,1299.4,3.5,22.5,83.3,265.6,525.3,199.2,0.48,0.52,0.432,99.0,17.8,8500,1.0,7.6,0,LANDSLIDE_OBSERVATION_CATALOG
12.38,1593.5,87.5,2,249.9,2053.2,3.0,19.0,64.0,182.2,350.3,136.65,0.373,0.44,0.348,87.3,15.6,8500,2.0,3.3,0,LANDSLIDE_OBSERVATION_CATALOG
34.97,1435.4,270.5,0,522.1,749.7,3.0,3.9,6.5,6.5,6.5,4.88,0.148,0.165,0.183,61.0,16.7,8500,1.0,1.1,0,LANDSLIDE_OBSERVATION_CATALOG
0.0,272.0,306.4,1,67.5,269.7,3.0,27.5,94.9,290.3,504.6,217.73,0.512,0.52,0.422,99.0,24.2,8500,2.0,2.2,0,LANDSLIDE_OBSERVATION_CATALOG
15.32,2063.4,342.7,3,388.2,628.9,3.0,8.2,30.4,104.2,163.3,78.15,0.273,0.291,0.258,75.6,12.6,8500,1.0,3.5,0,LANDSLIDE_OBSERVATION_CATALOG
9.77,1911.2,275.8,2,50.0,5.0,3.0,59.2,165.4,468.1,1200.0,351.08,0.55,0.52,0.48,99.0,13.6,15000,3.0,34.1,1,LANDSLIDE_OBSERVATION_CATALOG
10.7,472.6,175.7,1,435.1,1352.1,3.0,21.0,83.8,270.6,577.2,202.95,0.486,0.52,0.457,99.0,22.9,8500,1.0,4.8,0,LANDSLIDE_OBSERVATION_CATALOG
39.16,1545.7,234.6,3,1181.6,28.6,3.0,3.1,3.1,3.1,3.1,2.33,0.144,0.162,0.181,60.5,16.0,8500,1.0,1.6,0,LANDSLIDE_OBSERVATION_CATALOG
16.35,1372.4,243.1,0,92.2,1083.3,4.0,27.5,84.3,278.5,592.9,208.88,0.496,0.52,0.465,99.0,17.1,8500,2.0,5.3,0,LANDSLIDE_OBSERVATION_CATALOG
10.82,1322.2,101.6,3,64.8,541.2,3.0,12.8,51.5,147.8,295.6,110.85,0.329,0.396,0.322,82.2,17.4,8500,2.0,2.9,0,LANDSLIDE_OBSERVATION_CATALOG
6.22,1433.6,278.4,1,588.2,663.3,4.0,3.0,22.5,52.4,107.1,39.3,0.207,0.246,0.231,67.9,16.7,8500,1.0,0.6,0,LANDSLIDE_OBSERVATION_CATALOG
28.69,20.0,173.0,1,381.2,52.6,3.0,10.2,39.9,111.1,214.8,83.32,0.282,0.332,0.283,76.7,25.9,8500,1.0,4.1,0,LANDSLIDE_OBSERVATION_CATALOG
11.49,2982.9,71.8,0,648.3,528.3,3.0,24.7,88.4,221.3,361.0,165.98,0.423,0.449,0.353,93.2,6.6,8500,1.0,3.4,0,LANDSLIDE_OBSERVATION_CATALOG
21.17,504.8,283.8,1,24.4,87.1,3.0,19.2,59.0,139.0,228.5,104.25,0.318,0.343,0.29,80.8,22.7,15000,3.0,4.0,0,LANDSLIDE_OBSERVATION_CATALOG
24.94,1326.4,102.1,5,573.8,963.1,3.0,39.7,166.2,424.2,983.3,318.15,0.55,0.52,0.48,99.0,17.4,8500,1.0,43.4,1,LANDSLIDE_OBSERVATION_CATALOG
52.49,1685.6,219.4,1,243.1,52.4,3.5,1.9,8.8,8.8,17.2,6.6,0.151,0.174,0.188,61.3,15.0,8500,2.0,3.5,0,LANDSLIDE_OBSERVATION_CATALOG
39.84,20.0,223.1,2,625.2,460.5,3.5,27.7,87.3,162.9,390.9,122.18,0.349,0.473,0.368,84.4,25.9,8500,1.0,11.3,0,LANDSLIDE_OBSERVATION_CATALOG
33.32,1031.8,178.9,2,916.9,39.6,3.5,31.5,112.2,200.0,425.5,150.0,0.396,0.5,0.384,90.0,19.3,8500,1.0,12.5,0,LANDSLIDE_OBSERVATION_CATALOG
59.81,1424.1,342.8,2,66.3,1426.4,3.5,13.5,33.2,92.8,232.5,69.6,0.259,0.346,0.292,73.9,16.7,8500,2.0,14.6,0,LANDSLIDE_OBSERVATION_CATALOG
7.36,2651.9,190.8,2,12.1,733.1,3.0,34.2,112.9,334.1,752.5,250.58,0.55,0.52,0.48,99.0,8.8,15000,3.0,10.4,0,LANDSLIDE_OBSERVATION_CATALOG
12.13,1194.7,105.6,1,579.1,246.3,3.0,20.0,70.2,207.4,400.5,155.55,0.405,0.48,0.372,91.1,18.2,8500,1.0,2.5,0,LANDSLIDE_OBSERVATION_CATALOG
30.8,2577.2,39.5,1,1564.0,5.0,3.0,4.0,30.3,44.2,141.9,33.15,0.197,0.274,0.248,66.6,9.2,8500,1.0,1.6,0,LANDSLIDE_OBSERVATION_CATALOG
33.76,1811.4,355.1,6,114.6,41.3,4.0,31.9,141.8,334.3,671.4,250.73,0.55,0.52,0.48,99.0,14.2,8500,2.0,55.9,2,LANDSLIDE_OBSERVATION_CATALOG
12.83,2441.2,247.4,1,457.8,32.7,3.0,6.7,30.0,81.9,161.3,61.43,0.245,0.289,0.257,72.3,10.1,8500,1.0,0.8,0,LANDSLIDE_OBSERVATION_CATALOG
18.33,1076.8,156.2,2,1337.1,1155.7,3.5,18.6,18.6,146.5,239.7,109.88,0.328,0.352,0.295,82.0,19.0,8500,1.0,2.1,0,LANDSLIDE_OBSERVATION_CATALOG
11.7,2359.0,135.4,2,444.0,439.1,3.0,30.7,103.7,338.9,868.7,254.17,0.55,0.52,0.48,99.0,10.7,8500,1.0,11.3,0,LANDSLIDE_OBSERVATION_CATALOG
10.77,1827.2,45.8,2,177.0,300.0,3.0,23.2,107.0,299.2,770.2,224.4,0.523,0.52,0.48,99.0,14.1,8500,2.0,10.0,0,LANDSLIDE_OBSERVATION_CATALOG
9.41,1025.8,336.8,1,453.5,900.7,3.0,9.1,39.3,77.9,171.4,58.43,0.24,0.297,0.262,71.7,19.3,8500,1.0,1.0,0,LANDSLIDE_OBSERVATION_CATALOG
38.87,3310.2,139.1,1,488.8,209.6,3.5,5.0,18.6,55.9,172.8,41.92,0.212,0.298,0.263,68.4,5.0,8500,1.0,4.2,0,LANDSLIDE_OBSERVATION_CATALOG
35.97,710.4,153.5,0,242.1,401.9,4.0,30.0,112.5,256.4,535.9,192.3,0.468,0.52,0.437,98.5,21.4,8500,2.0,19.1,0,LANDSLIDE_OBSERVATION_CATALOG
20.82,772.8,215.9,3,39.9,300.0,3.0,8.8,20.3,73.7,177.8,55.28,0.234,0.302,0.265,71.1,21.0,15000,3.0,3.1,0,LANDSLIDE_OBSERVATION_CATALOG
25.0,2341.6,330.2,3,401.2,897.9,3.0,32.2,129.2,419.6,689.1,314.7,0.55,0.52,0.48,99.0,10.8,8500,1.0,21.5,0,LANDSLIDE_OBSERVATION_CATALOG
17.21,354.2,180.7,1,556.9,716.2,4.0,16.9,66.0,173.5,454.9,130.12,0.362,0.52,0.398,86.0,23.7,8500,1.0,4.2,0,LANDSLIDE_OBSERVATION_CATALOG
6.98,20.0,287.2,1,51.1,292.7,4.0,23.0,87.7,274.0,524.8,205.5,0.491,0.52,0.432,99.0,25.9,15000,3.0,5.4,0,LANDSLIDE_OBSERVATION_CATALOG
