record_id,state,district,latitude,longitude,elevation_m,slope_deg,aspect_deg,soil_type,land_cover,distance_to_road_m,distance_to_river_m,rainfall_1h_mm,rainfall_6h_mm,rainfall_24h_mm,rainfall_3d_mm,rainfall_7d_mm,historical_landslide_count_5km,date,landslide_occurred,data_source,state_encoded,district_encoded,soil_type_encoded,land_cover_encoded
TG-009290,Arunachal Pradesh,Lower Subansiri,28.14788,96.70378,2143.2,35.03,167.1,Laterite,Built-up/Urban,612.9,1105.0,3.0,51.5,14.7,37.7,70.1,1,2021-07-21,0,DEMO DATA,0,22,1,2
TG-006093,Assam,Sonitpur,26.12798,93.53528,1389.5,18.43,292.7,Sandy Loam,Barren/Rocky,701.2,43.3,17.1,48.6,177.7,360.6,651.8,3,2019-06-07,0,DEMO DATA,1,33,4,1
TG-008214,Meghalaya,South Garo Hills,25.49051,92.34899,1188.4,30.96,169.8,Laterite,Dense Forest,493.1,253.8,16.1,44.2,133.3,340.2,539.7,3,2023-06-12,0,DEMO DATA,3,34,1,3
TG-011972,Mizoram,Saiha,22.93509,92.712,1578.4,42.75,315.6,Loam,Grassland,111.5,1332.1,27.2,103.8,269.0,495.2,938.1,4,2017-10-22,0,DEMO DATA,4,29,2,4
TG-006097,Nagaland,Zunheboto,25.42366,94.75026,20.0,44.37,201.5,Silty Clay,Dense Forest,255.4,2312.8,38.6,186.8,447.2,979.6,1598.3,2,2022-05-26,0,DEMO DATA,5,49,5,3
TG-011464,Mizoram,Kolasib,22.99924,92.70542,20.0,26.06,38.8,Laterite,Dense Forest,1279.6,971.4,11.3,43.1,66.1,143.0,207.4,2,2015-05-14,0,DEMO DATA,4,20,1,3
TG-008148,Mizoram,Kolasib,23.83733,92.35645,1686.8,22.38,131.5,Clay Loam,Dense Forest,31.7,45.5,20.1,59.5,169.3,341.7,654.7,1,2024-04-30,0,DEMO DATA,4,20,0,3
TG-004591,Meghalaya,Jaintia Hills,25.87268,92.2675,1732.3,26.47,144.3,Silty Clay,Barren/Rocky,284.5,1145.4,33.6,143.7,315.7,780.3,1239.3,3,2016-07-02,0,DEMO DATA,3,15,5,1
TG-000571,Assam,Dibrugarh,27.09229,90.08253,1366.6,18.6,42.6,Sandy Loam,Agricultural Land,241.0,68.1,4.0,8.8,28.4,46.2,124.7,0,2019-02-14,0,DEMO DATA,1,6,4,0
TG-005020,Sikkim,South Sikkim,27.37804,88.12685,902.9,27.02,129.6,Loam,Dense Forest,553.6,518.0,22.1,95.1,166.2,397.2,553.8,3,2025-07-22,1,DEMO DATA,6,35,2,3
TG-005792,Arunachal Pradesh,Lohit,28.4191,94.60169,1617.5,41.65,167.7,Rocky/Gravelly,Barren/Rocky,265.7,238.3,16.5,50.7,100.0,237.0,480.3,1,2022-03-07,0,DEMO DATA,0,21,3,1
TG-000190,Meghalaya,Ri Bhoi,25.5433,92.36859,1775.2,28.79,163.8,Rocky/Gravelly,Agricultural Land,71.8,626.2,11.9,57.9,155.6,343.0,467.9,2,2021-10-18,0,DEMO DATA,3,28,3,0
TG-011183,Nagaland,Tuensang,26.47766,94.57493,1729.8,24.65,192.7,Clay Loam,Dense Forest,1563.5,169.3,5.6,21.4,59.8,142.5,270.6,2,2020-12-31,0,DEMO DATA,5,39,0,3
TG-006981,Sikkim,South Sikkim,27.87342,88.74109,1560.0,45.98,207.1,Clay Loam,Dense Forest,866.8,56.0,30.3,74.4,229.5,526.0,633.7,1,2020-08-18,0,DEMO DATA,6,35,0,3
TG-001525,Mizoram,Kolasib,23.98004,92.33183,2244.2,10.6,164.2,Clay Loam,Barren/Rocky,71.4,198.5,36.3,135.9,355.8,784.9,1274.1,2,2023-12-22,0,DEMO DATA,4,20,0,1
TG-008644,Arunachal Pradesh,West Siang,29.23099,97.29678,282.1,26.11,333.7,Clay Loam,Dense Forest,340.3,1216.5,24.2,83.5,175.0,338.6,614.7,2,2015-01-16,0,DEMO DATA,0,45,0,3
TG-002948,Nagaland,Kohima,26.59197,95.34867,1095.3,34.36,357.2,Clay Loam,Agricultural Land,107.4,254.2,13.0,42.9,56.9,165.4,287.9,2,2021-05-03,0,DEMO DATA,5,19,0,0
TG-009987,Manipur,Tamenglong,24.11468,94.70114,1528.2,24.15,193.6,Silty Clay,Built-up/Urban,355.7,6.4,19.0,73.5,181.7,421.3,739.1,0,2017-04-22,0,DEMO DATA,2,37,5,2
TG-005987,Sikkim,West Sikkim,27.321,88.82744,1730.5,37.52,38.0,Rocky/Gravelly,Sparse Forest,472.9,16.1,9.2,40.1,70.7,141.5,222.8,5,2018-10-15,0,DEMO DATA,6,46,3,6
TG-009230,Arunachal Pradesh,Changlang,26.72062,96.32304,1808.7,5.68,288.6,Rocky/Gravelly,Grassland,99.1,324.0,8.5,15.8,25.7,17.6,0.0,3,2023-10-20,0,DEMO DATA,0,3,3,4
TG-004355,Assam,Karbi Anglong,26.46693,93.06522,1372.8,6.46,244.0,Laterite,Shrubland,100.5,680.9,25.7,103.8,237.2,406.3,565.0,2,2018-05-26,0,DEMO DATA,1,17,1,5
TG-009403,Sikkim,South Sikkim,27.90992,88.45864,720.4,48.0,89.0,Silty Clay,Grassland,346.4,188.6,25.7,111.9,326.8,523.2,734.5,4,2016-09-20,1,DEMO DATA,6,35,5,4
TG-001342,Manipur,Churachandpur,23.92929,93.51898,1392.0,9.51,231.1,Loam,Agricultural Land,239.0,409.6,14.7,52.3,162.1,346.2,579.2,2,2021-12-31,0,DEMO DATA,2,4,2,0
TG-009289,Mizoram,Serchhip,23.16733,92.37553,1434.9,31.47,299.1,Silty Clay,Built-up/Urban,17.4,100.0,18.7,104.5,282.4,463.8,889.3,1,2017-01-20,0,DEMO DATA,4,32,5,2
TG-003659,Tripura,Gomati,24.08876,91.96546,973.8,1.09,322.4,Loam,Grassland,830.9,636.2,22.9,52.0,97.9,165.1,201.1,0,2024-03-27,0,DEMO DATA,7,12,2,4
TG-000511,Assam,Kamrup,27.40686,92.97419,479.8,12.1,297.4,Rocky/Gravelly,Barren/Rocky,477.7,427.7,2.5,15.3,33.3,52.6,57.2,3,2018-04-01,0,DEMO DATA,1,16,3,1
TG-001240,Assam,Karbi Anglong,26.44465,90.72503,1163.4,13.57,194.7,Clay Loam,Agricultural Land,1841.4,1635.9,0.9,13.1,31.3,111.3,101.1,2,2024-04-14,0,DEMO DATA,1,17,0,0
TG-010919,Arunachal Pradesh,West Siang,27.00192,93.93928,1363.0,11.47,72.4,Rocky/Gravelly,Grassland,5.0,222.0,40.7,139.6,421.5,1043.4,1640.2,4,2020-07-28,0,DEMO DATA,0,45,3,4
TG-009533,Assam,Karbi Anglong,24.94271,91.16209,20.0,5.95,143.6,Sandy Loam,Agricultural Land,310.6,90.0,17.9,45.2,137.6,317.3,497.4,3,2016-09-11,0,DEMO DATA,1,17,4,0
TG-011636,Arunachal Pradesh,Tawang,28.78873,97.34101,1965.2,9.94,69.5,Clay Loam,Agricultural Land,131.9,57.7,11.3,38.5,89.2,144.0,193.1,4,2022-10-26,0,DEMO DATA,0,38,0,0
TG-006000,Arunachal Pradesh,Changlang,29.2723,93.18788,3207.4,40.25,150.7,Sandy Loam,Sparse Forest,97.9,756.7,43.2,137.4,255.8,590.7,1032.2,1,2015-10-03,1,DEMO DATA,0,3,4,6
TG-008478,Tripura,Dhalai,23.84593,92.2349,485.5,1.05,157.4,Laterite,Dense Forest,83.5,375.9,30.3,104.0,203.0,437.5,917.4,0,2021-10-10,0,DEMO DATA,7,5,1,3
TG-000227,Assam,Kamrup,24.4268,90.90179,1308.0,18.38,202.3,Rocky/Gravelly,Sparse Forest,1932.8,258.3,23.7,82.8,237.6,496.1,759.6,2,2016-10-03,0,DEMO DATA,1,16,3,6
TG-006361,Assam,Nagaon,26.21811,92.6292,20.0,15.51,0.7,Rocky/Gravelly,Grassland,1419.2,575.8,16.8,37.3,87.1,213.4,444.8,2,2024-10-11,0,DEMO DATA,1,25,3,4
TG-001495,Manipur,Ukhrul,24.04258,94.03532,334.7,10.18,192.7,Laterite,Built-up/Urban,95.6,168.2,14.3,51.9,192.0,333.5,530.2,1,2022-07-25,0,DEMO DATA,2,40,1,2
TG-006171,Arunachal Pradesh,Upper Siang,28.45855,93.608,1894.6,50.46,160.1,Clay Loam,Sparse Forest,184.9,189.8,18.6,45.2,115.8,211.0,276.5,2,2024-09-23,0,DEMO DATA,0,41,0,6
TG-004941,Arunachal Pradesh,Papum Pare,27.96132,93.82694,283.7,19.35,328.9,Sandy Loam,Dense Forest,382.8,280.5,15.3,76.2,166.3,279.4,437.2,2,2016-11-24,0,DEMO DATA,0,27,4,3
TG-011850,Nagaland,Wokha,26.65808,95.63441,1261.5,20.45,157.9,Clay Loam,Built-up/Urban,305.9,959.2,28.9,124.1,391.4,800.1,1190.6,6,2021-10-10,1,DEMO DATA,5,48,0,2
TG-010966,Mizoram,Serchhip,24.2651,92.56254,2035.8,38.36,18.0,Rocky/Gravelly,Dense Forest,971.7,215.5,53.1,225.3,561.9,1191.3,1720.0,4,2023-03-01,1,DEMO DATA,4,32,3,3
TG-010229,Sikkim,South Sikkim,27.3857,88.23869,1640.8,10.96,255.2,Rocky/Gravelly,Built-up/Urban,16.0,39.4,25.9,108.7,224.2,525.1,1011.0,3,2022-09-16,0,DEMO DATA,6,35,3,2
TG-010909,Tripura,Sepahijala,23.53354,91.30502,1722.2,18.36,267.3,Rocky/Gravelly,Agricultural Land,232.7,79.7,28.7,118.4,260.7,564.3,1071.7,4,2024-01-12,0,DEMO DATA,7,31,3,0
TG-003956,Meghalaya,West Garo Hills,25.13828,91.44053,972.5,30.74,276.5,Loam,Grassland,522.9,584.1,50.5,184.1,571.8,1097.3,1914.2,4,2018-02-23,1,DEMO DATA,3,42,2,4
TG-001903,Meghalaya,West Garo Hills,25.29762,91.61981,1575.1,18.49,51.6,Loam,Barren/Rocky,39.5,618.8,11.9,65.5,120.7,257.5,498.0,1,2017-09-24,0,DEMO DATA,3,42,2,1
TG-006928,Mizoram,Lunglei,22.86912,92.86167,1666.4,29.01,159.8,Sandy Loam,Dense Forest,178.6,496.4,21.9,73.2,176.2,389.4,651.8,2,2025-11-18,0,DEMO DATA,4,23,4,3
TG-010487,Tripura,Khowai,23.96711,92.05218,1606.2,20.81,306.7,Rocky/Gravelly,Agricultural Land,1449.0,831.5,5.3,20.1,57.5,82.6,132.6,2,2017-07-25,0,DEMO DATA,7,18,3,0
TG-008718,Arunachal Pradesh,Lohit,29.05431,96.32411,2040.4,29.0,49.4,Rocky/Gravelly,Sparse Forest,161.6,857.9,8.5,25.9,99.1,150.9,368.1,4,2022-11-07,0,DEMO DATA,0,21,3,6
TG-010047,Assam,Karbi Anglong,26.19528,95.84691,987.6,6.91,0.7,Rocky/Gravelly,Dense Forest,1285.0,15.7,15.0,65.7,157.7,328.3,372.7,0,2023-02-02,0,DEMO DATA,1,17,3,3
TG-006485,Tripura,Sepahijala,23.73883,91.29686,773.7,7.74,145.4,Sandy Loam,Dense Forest,414.5,7.9,24.4,76.0,144.8,265.4,519.2,1,2023-05-15,0,DEMO DATA,7,31,4,3
TG-002007,Meghalaya,West Khasi Hills,25.11513,91.49614,1758.4,27.84,217.4,Laterite,Sparse Forest,318.0,1230.3,41.5,113.4,329.2,612.1,1174.1,4,2025-03-19,1,DEMO DATA,3,44,1,6
TG-001446,Arunachal Pradesh,West Kameng,29.37248,92.25595,1869.2,36.5,109.3,Laterite,Sparse Forest,188.9,216.8,63.4,186.1,534.5,1200.0,1961.0,4,2023-09-25,1,DEMO DATA,0,43,1,6
TG-001591,Tripura,Khowai,23.38891,91.30149,1317.9,30.25,88.9,Clay Loam,Dense Forest,302.4,61.9,10.1,35.4,97.2,156.9,268.1,3,2019-06-25,0,DEMO DATA,7,18,0,3
TG-007539,Meghalaya,South Garo Hills,25.55728,92.24408,518.2,37.77,236.3,Rocky/Gravelly,Sparse Forest,187.2,2109.5,5.5,15.3,69.9,126.7,178.4,2,2017-02-18,0,DEMO DATA,3,34,3,6
TG-008001,Assam,Sonitpur,27.57367,95.64154,1100.1,0.0,280.0,Silty Clay,Dense Forest,497.0,194.9,20.3,75.4,147.6,286.8,460.9,0,2017-04-26,0,DEMO DATA,1,33,5,3
TG-011935,Mizoram,Serchhip,23.13569,92.75621,229.3,33.65,179.1,Sandy Loam,Built-up/Urban,561.5,119.5,17.7,89.8,242.1,457.7,869.0,3,2015-07-16,0,DEMO DATA,4,32,4,2
TG-002927,Manipur,Senapati,24.58772,93.71442,2388.9,13.03,282.2,Loam,Agricultural Land,776.2,1123.3,25.5,112.6,353.8,629.7,883.0,0,2016-11-21,0,DEMO DATA,2,30,2,0
TG-005247,Mizoram,Lunglei,22.40835,92.45856,1238.8,30.83,204.0,Laterite,Dense Forest,313.9,244.6,6.2,28.6,62.8,67.6,73.6,2,2025-10-20,0,DEMO DATA,4,23,1,3
TG-001849,Arunachal Pradesh,Upper Siang,28.47965,93.26198,1435.5,51.09,270.5,Laterite,Sparse Forest,486.6,815.9,8.6,20.1,71.2,184.7,302.0,2,2023-07-04,1,DEMO DATA,0,41,1,6
TG-005798,Mizoram,Lunglei,24.28783,92.48556,1724.1,11.84,57.7,Silty Clay,Barren/Rocky,620.5,74.1,20.2,82.6,218.9,356.6,684.2,2,2018-11-21,0,DEMO DATA,4,23,5,1
TG-000205,Nagaland,Dimapur,25.35614,95.67393,2049.3,24.43,8.4,Sandy Loam,Dense Forest,327.7,341.5,12.6,38.5,58.8,126.4,145.5,2,2018-03-18,0,DEMO DATA,5,8,4,3
TG-003960,Assam,Dibrugarh,24.56593,95.76843,2490.8,0.0,2.4,Sandy Loam,Sparse Forest,1392.1,532.5,10.8,34.0,92.1,209.2,411.1,3,2015-01-17,0,DEMO DATA,1,6,4,6
TG-008646,Assam,Karbi Anglong,27.73651,92.93164,1974.5,14.63,75.2,Laterite,Dense Forest,228.7,1053.3,12.2,38.2,71.4,211.6,317.3,1,2017-11-14,0,DEMO DATA,1,17,1,3
TG-000785,Mizoram,Champhai,21.96125,93.01457,1239.2,20.81,230.6,Laterite,Built-up/Urban,666.0,10.4,18.4,47.1,132.8,206.4,299.5,3,2017-09-19,0,DEMO DATA,4,2,1,2
TG-000486,Sikkim,West Sikkim,27.43586,88.62624,1911.7,46.02,99.5,Clay Loam,Dense Forest,770.4,730.4,6.2,32.4,130.5,256.3,483.0,1,2022-03-07,0,DEMO DATA,6,46,0,3
TG-009411,Meghalaya,West Garo Hills,25.95886,89.92437,2183.9,53.67,260.0,Clay Loam,Sparse Forest,24.1,178.3,18.1,71.9,214.6,387.9,697.5,4,2016-10-07,1,DEMO DATA,3,42,0,6
TG-005831,Arunachal Pradesh,Lower Subansiri,27.301,93.85974,552.3,19.59,100.6,Laterite,Barren/Rocky,77.0,515.9,13.0,55.4,146.8,313.9,557.4,4,2024-06-05,0,DEMO DATA,0,22,1,1
TG-007254,Assam,Dibrugarh,25.27396,93.86514,541.9,17.9,155.8,Loam,Barren/Rocky,1578.7,308.8,2.7,18.0,55.3,58.2,138.6,1,2016-01-30,0,DEMO DATA,1,6,2,1
TG-005698,Assam,Dibrugarh,25.52933,89.73128,20.0,17.76,318.6,Loam,Sparse Forest,1120.2,1568.0,18.2,53.9,96.7,203.3,276.3,1,2020-08-18,0,DEMO DATA,1,6,2,6
TG-000333,Tripura,Khowai,23.94259,91.57313,413.2,3.36,304.4,Silty Clay,Dense Forest,250.5,574.5,13.1,45.0,91.9,198.7,313.0,0,2015-12-15,0,DEMO DATA,7,18,5,3
TG-009198,Manipur,Imphal East,24.94929,93.83741,1258.5,16.32,63.9,Laterite,Built-up/Urban,12.2,120.7,20.5,92.1,238.6,600.4,1178.3,3,2023-11-12,0,DEMO DATA,2,13,1,2
TG-000338,Sikkim,East Sikkim,27.51533,88.44288,2322.7,41.94,61.3,Sandy Loam,Built-up/Urban,30.2,608.4,40.0,175.1,487.6,1140.6,2000.1,6,2019-07-08,1,DEMO DATA,6,10,4,2
TG-008725,Manipur,Churachandpur,25.4067,94.28135,2865.9,37.94,275.0,Rocky/Gravelly,Grassland,228.9,706.3,23.4,82.1,202.0,479.9,851.1,4,2020-11-11,0,DEMO DATA,2,4,3,4
TG-006882,Arunachal Pradesh,West Kameng,28.03736,94.13326,1324.3,0.0,312.4,Sandy Loam,Dense Forest,145.7,64.8,20.2,83.3,120.8,268.4,448.1,1,2021-11-22,0,DEMO DATA,0,43,4,3
TG-003961,Assam,Golaghat,27.39396,93.3411,21.2,35.77,127.3,Clay Loam,Dense Forest,277.5,2615.8,4.4,17.6,50.5,80.1,132.6,2,2015-05-08,0,DEMO DATA,1,11,0,3
TG-001126,Nagaland,Mokokchung,25.20008,94.66288,1675.5,13.86,144.3,Sandy Loam,Dense Forest,147.4,2094.5,24.0,85.7,269.7,672.4,919.7,3,2023-09-07,0,DEMO DATA,5,24,4,3
TG-004010,Sikkim,North Sikkim,27.86351,88.07619,2937.5,14.63,298.8,Laterite,Agricultural Land,432.1,506.8,25.0,92.2,199.8,481.2,861.6,3,2015-05-31,0,DEMO DATA,6,26,1,0
TG-008975,Arunachal Pradesh,Upper Siang,29.36791,91.67276,2566.4,28.79,297.9,Laterite,Dense Forest,971.1,165.6,36.1,153.3,331.8,696.2,955.2,4,2022-08-08,0,DEMO DATA,0,41,1,3
TG-007319,Sikkim,South Sikkim,28.14103,88.66072,2250.5,34.8,23.9,Silty Clay,Sparse Forest,284.2,190.4,12.0,27.9,90.1,256.9,412.6,4,2018-02-04,0,DEMO DATA,6,35,5,6
TG-004541,Tripura,Gomati,23.95649,91.90699,20.0,23.48,128.6,Clay Loam,Dense Forest,82.9,249.7,17.5,58.6,180.1,446.9,787.5,1,2024-10-28,0,DEMO DATA,7,12,0,3
TG-002301,Nagaland,Mokokchung,26.49304,95.46866,628.5,18.47,275.3,Rocky/Gravelly,Built-up/Urban,50.1,1277.7,10.8,43.4,60.1,145.9,175.8,0,2023-11-16,0,DEMO DATA,5,24,3,2
TG-005120,Sikkim,West Sikkim,27.28342,88.28411,1478.8,9.39,75.8,Rocky/Gravelly,Agricultural Land,208.0,348.6,31.0,96.2,274.3,428.6,821.1,1,2017-08-25,0,DEMO DATA,6,46,3,0
TG-009146,Arunachal Pradesh,Changlang,27.13902,94.35534,939.8,15.63,12.0,Rocky/Gravelly,Grassland,468.5,896.8,29.5,125.7,337.2,579.3,902.7,0,2015-02-27,0,DEMO DATA,0,3,3,4
TG-005409,Assam,Golaghat,24.22316,92.74715,448.1,25.86,247.1,Silty Clay,Agricultural Land,600.0,1469.8,19.4,78.1,184.5,265.7,525.5,3,2019-09-29,0,DEMO DATA,1,11,5,0
TG-009988,Mizoram,Kolasib,23.29837,92.65484,2008.8,21.55,172.1,Sandy Loam,Dense Forest,306.1,56.2,37.3,115.9,281.3,603.9,862.5,2,2022-10-03,0,DEMO DATA,4,20,4,3
TG-005737,Tripura,Dhalai,23.44345,92.05854,1924.9,13.61,266.1,Loam,Sparse Forest,80.4,885.9,11.7,45.4,93.9,256.2,415.2,1,2021-07-24,0,DEMO DATA,7,5,2,6
TG-010151,Nagaland,Dimapur,26.87346,93.72361,1727.5,2.61,166.5,Laterite,Agricultural Land,225.3,5.0,2.8,5.9,0.0,16.4,97.2,2,2016-09-13,0,DEMO DATA,5,8,1,0
TG-002139,Assam,Nagaon,25.61176,95.38591,566.3,8.2,95.6,Silty Clay,Barren/Rocky,141.8,827.0,6.8,21.0,44.6,85.5,135.9,4,2020-06-15,0,DEMO DATA,1,25,5,1
TG-009648,Nagaland,Mokokchung,26.53617,93.53067,240.6,26.94,57.6,Silty Clay,Dense Forest,379.4,82.7,6.1,48.0,8.0,48.6,35.1,3,2023-08-20,0,DEMO DATA,5,24,5,3
TG-002947,Manipur,Imphal West,24.78103,94.40203,3108.7,34.19,295.4,Silty Clay,Built-up/Urban,1493.3,15.3,39.2,156.3,524.1,1189.5,2200.0,3,2023-11-19,1,DEMO DATA,2,14,5,2
TG-011079,Manipur,Imphal West,24.59654,94.09519,741.2,26.24,256.0,Silty Clay,Grassland,511.2,462.8,19.9,82.0,215.3,537.0,925.7,3,2021-07-22,1,DEMO DATA,2,14,5,4
TG-011801,Arunachal Pradesh,West Siang,26.90635,94.408,1339.3,15.32,327.1,Silty Clay,Agricultural Land,305.4,757.7,34.4,137.3,263.2,520.1,808.8,3,2015-08-20,0,DEMO DATA,0,45,5,0
TG-006484,Arunachal Pradesh,Lohit,28.2326,95.52338,1218.7,54.58,209.5,Loam,Dense Forest,459.2,413.2,17.8,60.5,117.0,219.4,365.4,2,2022-10-23,0,DEMO DATA,0,21,2,3
TG-001627,Meghalaya,East Khasi Hills,25.56606,90.27496,1419.4,39.13,207.0,Clay Loam,Dense Forest,271.2,371.6,13.5,53.1,161.5,218.3,278.0,1,2024-08-23,0,DEMO DATA,3,9,0,3
TG-008593,Nagaland,Tuensang,26.42863,94.05488,1621.8,21.05,203.8,Laterite,Agricultural Land,267.4,791.0,35.3,120.6,383.3,774.4,1530.5,2,2025-12-06,0,DEMO DATA,5,39,1,0
TG-006573,Sikkim,South Sikkim,27.02427,88.76509,1457.7,29.74,139.1,Laterite,Agricultural Land,5.0,275.0,4.3,0.0,7.2,29.5,0.0,2,2025-09-12,0,DEMO DATA,6,35,1,0
TG-011938,Mizoram,Kolasib,24.37231,92.47205,2254.5,52.53,76.4,Clay Loam,Agricultural Land,61.5,108.9,23.0,95.2,220.1,543.6,796.3,2,2016-12-21,1,DEMO DATA,4,20,0,0
TG-008169,Arunachal Pradesh,Tawang,29.15389,93.06334,1414.3,26.15,199.6,Rocky/Gravelly,Grassland,332.1,349.7,87.3,350.2,600.0,1051.1,1277.1,2,2023-12-25,1,DEMO DATA,0,38,3,4
TG-002377,Meghalaya,Ri Bhoi,26.08748,92.12195,1519.7,32.57,9.3,Silty Clay,Barren/Rocky,10.2,82.0,3.0,2.7,13.8,9.2,0.0,3,2016-05-08,0,DEMO DATA,3,28,5,1
TG-003972,Assam,Cachar,24.24037,93.00224,565.2,12.73,135.4,Loam,Dense Forest,657.7,237.1,29.1,75.4,243.7,575.8,960.8,0,2018-06-17,0,DEMO DATA,1,1,2,3
TG-009599,Assam,Golaghat,26.6237,91.7771,1051.6,14.99,202.3,Loam,Dense Forest,1569.3,91.6,21.2,35.5,85.9,127.8,211.7,2,2024-08-20,0,DEMO DATA,1,11,2,3
TG-010778,Mizoram,Kolasib,23.77675,93.38381,1515.5,34.87,184.6,Silty Clay,Barren/Rocky,311.6,613.1,8.3,23.9,51.5,103.4,106.0,2,2019-11-14,0,DEMO DATA,4,20,5,1
TG-006536,Meghalaya,South Garo Hills,25.24857,91.79646,675.8,18.23,85.3,Laterite,Sparse Forest,128.3,34.2,17.1,91.7,249.9,429.5,638.6,0,2024-10-09,0,DEMO DATA,3,34,1,6
TG-003922,Nagaland,Kohima,26.76914,95.62943,2590.2,35.6,127.8,Clay Loam,Barren/Rocky,1192.4,849.8,14.2,24.8,81.6,249.9,360.9,5,2020-03-21,0,DEMO DATA,5,19,0,1
TG-007619,Manipur,Senapati,23.85806,94.51094,1894.6,25.73,274.3,Loam,Barren/Rocky,34.9,94.2,11.7,24.9,66.0,81.7,80.8,2,2018-10-06,0,DEMO DATA,2,30,2,1
TG-007143,Nagaland,Tuensang,25.942,94.04874,1434.2,15.56,155.6,Rocky/Gravelly,Sparse Forest,689.5,379.2,3.2,5.1,4.2,0.0,0.0,2,2024-06-28,0,DEMO DATA,5,39,3,6
TG-009818,Meghalaya,West Garo Hills,25.97969,91.34813,1701.0,19.25,45.2,Clay Loam,Barren/Rocky,212.3,555.8,20.1,90.7,213.8,481.4,857.0,2,2024-10-04,0,DEMO DATA,3,42,0,1
TG-011970,Meghalaya,West Khasi Hills,26.05932,90.43816,719.1,0.8,142.7,Clay Loam,Barren/Rocky,436.4,1537.5,3.9,7.8,12.3,46.4,70.5,2,2017-09-30,0,DEMO DATA,3,44,0,1
TG-005166,Tripura,Sepahijala,23.73398,91.96026,863.5,15.65,90.3,Rocky/Gravelly,Dense Forest,198.0,703.0,16.6,83.0,187.4,319.9,513.3,1,2017-04-28,0,DEMO DATA,7,31,3,3
TG-007471,Arunachal Pradesh,Upper Siang,27.56675,96.43324,1480.3,31.9,133.5,Laterite,Sparse Forest,347.4,500.8,6.3,29.1,94.4,140.1,218.1,1,2020-05-06,0,DEMO DATA,0,41,1,6
TG-011739,Sikkim,North Sikkim,27.65683,88.58302,2060.7,26.12,51.3,Sandy Loam,Built-up/Urban,374.7,101.2,15.1,44.9,139.0,352.1,632.6,3,2016-06-07,0,DEMO DATA,6,26,4,2
TG-011052,Assam,Cachar,24.78413,92.35071,496.6,25.57,93.2,Silty Clay,Shrubland,258.6,949.9,12.1,56.5,137.0,348.9,681.1,1,2025-11-13,0,DEMO DATA,1,1,5,5
TG-009900,Nagaland,Dimapur,25.65415,94.90875,20.0,18.6,187.9,Rocky/Gravelly,Agricultural Land,172.6,96.2,25.5,79.5,216.4,463.0,874.7,4,2020-12-02,0,DEMO DATA,5,8,3,0
TG-005307,Assam,Cachar,26.14747,95.51406,1753.8,0.0,251.5,Rocky/Gravelly,Agricultural Land,383.6,395.0,4.9,7.5,26.5,35.2,76.0,1,2023-09-14,0,DEMO DATA,1,1,3,0
TG-000181,Arunachal Pradesh,West Siang,28.99886,93.2768,2363.2,26.95,127.9,Silty Clay,Agricultural Land,193.8,661.4,20.6,77.3,217.0,336.3,542.4,3,2018-04-16,0,DEMO DATA,0,45,5,0
TG-008060,Nagaland,Kohima,26.27942,95.42445,1465.6,26.81,300.5,Loam,Dense Forest,213.3,503.1,13.8,43.0,134.2,268.8,588.1,3,2017-01-24,0,DEMO DATA,5,19,2,3
TG-005369,Nagaland,Dimapur,25.79241,94.91463,1760.9,7.17,76.2,Laterite,Sparse Forest,825.6,1516.8,4.9,29.4,82.3,150.7,255.1,2,2025-07-07,0,DEMO DATA,5,8,1,6
TG-005042,Tripura,Gomati,23.77034,92.07201,20.0,3.89,304.8,Silty Clay,Grassland,237.5,61.5,8.2,19.6,84.2,162.4,281.7,0,2025-05-13,0,DEMO DATA,7,12,5,4
TG-005458,Tripura,Dhalai,24.00206,91.76878,131.2,10.54,43.7,Loam,Dense Forest,1537.1,69.3,12.9,55.9,159.2,361.6,607.6,3,2025-09-25,0,DEMO DATA,7,5,2,3
TG-003381,Manipur,Imphal West,24.1495,94.05811,20.0,20.14,300.6,Rocky/Gravelly,Dense Forest,318.9,16.7,20.2,59.9,209.4,449.3,771.2,4,2016-12-26,0,DEMO DATA,2,14,3,3
TG-000611,Meghalaya,East Khasi Hills,25.11339,92.58475,254.1,25.09,223.7,Laterite,Grassland,657.7,124.0,21.7,99.5,266.9,597.4,1014.6,1,2024-09-09,0,DEMO DATA,3,9,1,4
TG-008885,Arunachal Pradesh,West Siang,27.21179,92.94142,2421.3,35.08,48.6,Sandy Loam,Agricultural Land,276.0,17.4,20.6,56.1,129.0,247.8,392.0,2,2020-06-12,0,DEMO DATA,0,45,4,0
TG-011148,Assam,Dibrugarh,24.68443,95.13062,20.0,18.17,204.5,Laterite,Sparse Forest,339.8,120.3,22.2,70.9,147.9,317.2,552.5,0,2021-11-17,0,DEMO DATA,1,6,1,6
TG-002375,Meghalaya,Jaintia Hills,25.53298,90.13563,1499.6,27.84,207.0,Silty Clay,Dense Forest,83.2,588.6,27.5,104.6,184.8,388.3,572.6,2,2016-12-03,0,DEMO DATA,3,15,5,3
TG-009350,Arunachal Pradesh,Upper Siang,28.90929,97.28237,2068.6,24.31,239.0,Rocky/Gravelly,Dense Forest,18.3,1074.1,25.2,63.7,107.8,238.1,325.2,0,2016-07-14,0,DEMO DATA,0,41,3,3
