record_id,state,district,latitude,longitude,elevation_m,slope_deg,aspect_deg,soil_type,land_cover,distance_to_road_m,distance_to_river_m,rainfall_1h_mm,rainfall_6h_mm,rainfall_24h_mm,rainfall_3d_mm,rainfall_7d_mm,historical_landslide_count_5km,date,landslide_probability_true,landslide_occurred,data_source
TG-006036,Arunachal Pradesh,Lower Subansiri,27.41303,94.53059,1686.8,30.32,134,Sandy Loam,Sparse Forest,38.2,122.5,3.2,22.1,57.9,164.5,272.2,1,15-08-2017,0.0225,0,DEMO DATA
TG-006037,Assam,Nagaon,26.89517,95.55247,20,6.28,184.6,Loam,Dense Forest,46.4,999.4,7.6,31.6,65.3,160.9,238.6,0,18-09-2018,0.0046,0,DEMO DATA
TG-006038,Arunachal Pradesh,West Kameng,26.60444,95.55802,,48.54,325.5,Sandy Loam,Agricultural Land,7.8,88.3,25.6,81.3,207.4,393.8,557.8,0,30-06-2025,0.1728,0,DEMO DATA
TG-006039,Arunachal Pradesh,Lower Subansiri,28.42403,92.75954,128.2,19.7,78.7,Laterite,Dense Forest,134.6,1168.4,16.8,67.9,164.4,348.6,696.1,2,13-02-2023,0.0369,0,DEMO DATA
TG-006040,Manipur,Imphal West,24.20372,94.19931,749,30.5,160.1,Loam,Built-up/Urban,427.4,426.2,6.9,28.7,65.6,173.9,239.8,1,29-03-2023,0.0244,0,DEMO DATA
TG-006041,Mizoram,Kolasib,24.0412,93.40532,1540.8,44.26,310.5,,Dense Forest,104,1727.8,17.7,78.8,188.2,305.1,600.3,3,10-05-2017,0.1284,0,DEMO DATA
TG-006042,Sikkim,South Sikkim,27.67093,88.83356,1409.9,25.11,296.8,Sandy Loam,Dense Forest,197.9,421.3,27.8,111.9,228.3,534.9,873.5,1,28-12-2022,0.0534,0,DEMO DATA
TG-006043,Assam,Dima Hasao,24.61203,91.15284,20,0,255.7,Laterite,Dense Forest,458.3,128.1,13.4,,100,257,454.3,0,25-03-2021,0.0075,0,DEMO DATA
TG-006044,Tripura,Dhalai,24.46801,91.9136,1583.1,20.07,234.4,Silty Clay,Agricultural Land,114.6,394.7,24.8,94.4,285.3,688.9,1369.4,4,10-09-2021,0.2118,0,DEMO DATA
TG-006045,Mizoram,Serchhip,24.03773,92.73872,1237.8,18.47,154.4,Laterite,Sparse Forest,481.8,158.7,8.5,38.6,68.7,162.1,217.1,3,22-10-2016,0.0248,0,DEMO DATA
TG-006046,Arunachal Pradesh,Papum Pare,26.63415,93.60223,935.5,44.43,111.8,Sandy Loam,Grassland,658.2,564.4,5.6,23.5,63.9,85.3,134.1,2,06-02-2020,0.0418,0,DEMO DATA
TG-006047,Meghalaya,West Garo Hills,25.09116,91.21907,2131.4,8.77,215.2,Clay Loam,Sparse Forest,89.1,664.6,39.2,131.1,307.3,784.1,1563,5,25-04-2023,0.1793,0,DEMO DATA
TG-006048,Nagaland,Wokha,26.37002,94.29692,2160.1,39.46,309.6,Loam,Dense Forest,315.7,318.4,4.6,20.5,51.4,85.7,231.4,1,25-09-2020,0.0189,0,DEMO DATA
TG-006049,Nagaland,Zunheboto,25.41739,94.45521,1204.1,31.67,285,Silty Clay,Sparse Forest,1001.7,1398.1,10.1,34.1,74.7,122.4,272.7,1,16-02-2020,0.0224,0,DEMO DATA
TG-006050,Nagaland,Kohima,25.77253,94.81011,885.3,15.38,161.8,Loam,Sparse Forest,269.8,248.2,11.3,32.7,95.5,201.1,353.3,0,27-06-2018,0.0109,0,DEMO DATA
TG-006051,Sikkim,East Sikkim,27.31376,88.52639,,49.29,285.5,Silty Clay,Dense Forest,509.3,1095.7,32.8,108.6,243.8,459.7,823.4,3,25-07-2025,0.3399,0,DEMO DATA
TG-006052,Assam,Sonitpur,26.04088,95.33378,1195.7,0,200.1,Clay Loam,Barren/Rocky,1293.3,245.1,5.1,43.9,108.6,271.5,382.7,0,09-06-2022,0.0118,0,DEMO DATA
TG-006053,Manipur,Ukhrul,25.2527,94.21123,653.7,27.53,312.5,Silty Clay,Grassland,674.4,448.3,16.7,54.5,118.1,279.1,374.2,3,10-06-2021,0.0519,0,DEMO DATA
TG-006054,Assam,Cachar,25.28939,90.04212,1351.7,0,43.1,Silty Clay,Grassland,457.5,1013.2,21.7,78.8,171.6,399.7,514.7,0,01-01-2016,0.0139,0,DEMO DATA
TG-006055,Arunachal Pradesh,Upper Siang,26.87345,97.3084,2599.8,36.75,167.4,Clay Loam,Shrubland,57.5,103.9,27.8,,212,507.8,837.5,3,23-01-2016,0.2036,0,DEMO DATA
TG-006056,Nagaland,Wokha,25.50669,93.97883,1495.2,15.92,251.7,Silty Clay,Agricultural Land,131.5,140.9,10.3,42,136.8,267.7,364.7,1,13-03-2025,0.0265,0,DEMO DATA
TG-006057,Nagaland,Kohima,26.46334,95.57735,1598.2,27.21,272.5,Loam,Built-up/Urban,229.5,5,8.9,38.4,73.4,119.9,196.5,4,05-05-2016,0.0363,0,DEMO DATA
TG-006058,Assam,Dibrugarh,24.44428,93.19388,275.6,25.73,292.7,Sandy Loam,Agricultural Land,1078.8,786.9,16.4,66.8,215.1,463.8,835.2,4,27-08-2016,0.1098,0,DEMO DATA
TG-006059,Tripura,West Tripura,23.4804,91.51447,1332.2,15.14,162.7,Silty Clay,Sparse Forest,880.7,146.9,4.7,,31.3,56.4,65.6,1,23-06-2023,0.009,0,DEMO DATA
TG-006060,Mizoram,Kolasib,23.28075,92.70429,1336.2,9.46,30.1,Rocky/Gravelly,Dense Forest,282,821.5,5.9,36.4,93.8,233.8,344.8,1,15-04-2025,0.0117,0,DEMO DATA
TG-006061,Arunachal Pradesh,Tawang,27.97591,96.44315,914.8,31.26,82,Sandy Loam,Grassland,261.6,,19.4,70.5,121.8,289.7,551.6,0,08-11-2025,0.0357,0,DEMO DATA
TG-006062,Mizoram,Champhai,22.28496,92.77628,2158,35.88,46.8,Loam,Dense Forest,597.6,2516.4,3.2,8.9,21.4,24,0,3,09-08-2025,0.0144,0,DEMO DATA
TG-006063,Tripura,Dhalai,23.57718,92.26275,718,6.4,2.7,Loam,Built-up/Urban,799,902.8,14.8,44.7,103.6,247,438,0,23-07-2025,0.0094,0,DEMO DATA
TG-006064,Assam,Karbi Anglong,27.55891,91.7696,1283.7,6.77,183.5,Clay Loam,Dense Forest,1171.7,515.3,6.5,16.3,34.9,55.3,170.6,0,14-10-2022,0.0038,0,DEMO DATA
TG-006065,Tripura,Sepahijala,23.33258,91.2888,2199.9,5.49,90.3,Silty Clay,Grassland,136.7,1754,7.7,16.6,27.7,86.2,121.5,0,11-07-2018,0.0058,0,DEMO DATA
TG-006066,Arunachal Pradesh,West Kameng,28.34586,96.57196,1499.1,22.81,222.9,Clay Loam,Shrubland,26.7,1278.9,15,37.5,82.6,154.2,236.4,1,04-08-2018,0.0186,0,DEMO DATA
TG-006067,Meghalaya,Ri Bhoi,25.97063,91.9708,727.6,25.51,159.4,Rocky/Gravelly,Dense Forest,576,1974.4,14.4,45.3,114.6,228.8,388.1,1,03-10-2021,0.0223,0,DEMO DATA
TG-006068,Assam,Cachar,24.24239,91.31071,1654.9,6.81,323,,Dense Forest,214.5,265.5,8,18.1,40.4,75.7,94.2,0,26-02-2015,0.0044,0,DEMO DATA
TG-006069,Assam,Sonitpur,26.12311,95.46484,1262.3,15.93,58.9,Rocky/Gravelly,Dense Forest,71.3,1248,51.7,145.6,355.4,777.9,1456.1,1,18-01-2021,0.1204,0,DEMO DATA
TG-006070,Sikkim,West Sikkim,27.27865,88.83054,1662,28.41,247.7,Sandy Loam,Dense Forest,1066.1,808.8,21.9,65.1,141.8,323.1,514.5,1,04-01-2019,0.0244,0,DEMO DATA
TG-006071,Assam,Dibrugarh,25.87935,95.71456,904.1,0,128.5,Clay Loam,Shrubland,144.5,109.1,9.4,26.6,76.5,137.2,265.2,1,26-09-2023,0.0077,0,DEMO DATA
TG-006072,Sikkim,West Sikkim,27.51663,88.31924,1201.6,50.38,117.1,Laterite,Sparse Forest,583.5,186.4,30.7,77.3,227,544.3,739.9,7,16-12-2020,0.6137,1,DEMO DATA
TG-006073,Assam,Nagaon,25.16232,91.35373,1665,18.51,173.2,Clay Loam,Dense Forest,740.8,108.3,28.3,106,225.7,446.2,885.2,0,14-05-2025,0.0308,0,DEMO DATA
TG-006074,Assam,Nagaon,24.83816,95.76811,1191.2,12.57,287.5,Clay Loam,Agricultural Land,402.8,926.9,37.2,137.5,364.4,654.5,1015.9,1,09-10-2015,0.0948,0,DEMO DATA
TG-006075,Manipur,Imphal East,23.89999,94.08181,986.5,22.96,77.9,Clay Loam,Grassland,1738.2,200.4,4,20,56.3,106.8,161.1,2,07-10-2019,0.0179,0,DEMO DATA
TG-006076,Meghalaya,East Khasi Hills,25.5783,91.6263,1000.7,24.52,196.1,Loam,Agricultural Land,179.7,3708.3,6.8,22.4,51.2,43,115.6,5,17-07-2022,0.025,0,DEMO DATA
TG-006077,Arunachal Pradesh,Tawang,27.09768,92.61314,1795.7,31,103.4,Rocky/Gravelly,Sparse Forest,540.2,1307.2,8.9,19.1,10,13.9,64.3,0,24-05-2020,0.0144,0,DEMO DATA
TG-006078,Nagaland,Zunheboto,26.07799,94.93735,2408.5,,324.8,Laterite,Dense Forest,307.3,250.8,8.3,36.8,83.5,172.7,190.1,0,27-05-2024,0.0097,0,DEMO DATA
TG-006079,Arunachal Pradesh,Changlang,28.1423,95.08213,2182.6,33.41,256.6,Loam,Dense Forest,857,73,36.7,98.6,264.3,444.4,759,1,28-05-2023,0.089,0,DEMO DATA
TG-006080,Meghalaya,West Garo Hills,25.4792,91.80035,2266.2,22.86,310.6,Sandy Loam,Agricultural Land,904,85.9,8.3,19.3,62.4,109.6,173.6,1,01-05-2018,0.0162,0,DEMO DATA
TG-006081,Arunachal Pradesh,Upper Siang,29.301,92.65064,1631.6,22.88,261.7,Silty Clay,Grassland,435.3,107.3,55.8,221.9,442.6,724.9,1102.7,3,23-10-2024,0.2786,0,DEMO DATA
TG-006082,Arunachal Pradesh,Lower Subansiri,27.28453,93.55994,1737.6,30.25,351.8,Rocky/Gravelly,Dense Forest,725.5,85.4,22.7,,269.3,688.6,963,1,19-10-2024,0.1547,1,DEMO DATA
TG-006083,Arunachal Pradesh,Lower Subansiri,29.08198,93.33973,2425.9,26.34,144.1,Silty Clay,Shrubland,527.7,665.9,5.6,12.5,7.5,19.6,45.4,2,18-08-2015,0.0165,0,DEMO DATA
TG-006084,Assam,Karbi Anglong,27.34935,95.54288,453.7,13.66,24.4,Silty Clay,Sparse Forest,191.8,188.3,14.1,59,179.8,460.5,777.7,2,28-04-2018,0.0452,0,DEMO DATA
TG-006085,Nagaland,Wokha,25.82824,94.44889,2193.2,22.94,352.7,Loam,Sparse Forest,1088.3,262.7,9.7,42.4,114.6,293.6,351.6,1,04-11-2020,0.0198,0,DEMO DATA
TG-006086,Arunachal Pradesh,Lohit,28.64513,94.75019,903.7,30.5,271.3,Laterite,Sparse Forest,385.4,1925,11.4,37.4,94.7,206.9,428,0,04-05-2025,0.0265,0,DEMO DATA
TG-006087,Assam,Sonitpur,24.28763,94.89348,1633.9,25.27,252.5,Clay Loam,Dense Forest,251.8,934.7,14.6,49.1,135.6,237.9,435.3,1,22-10-2016,0.0221,0,DEMO DATA
TG-006088,Tripura,West Tripura,23.08137,91.98772,20,31.49,328.5,Clay Loam,Dense Forest,74.7,189.2,19.1,78.9,165.9,408.8,633.2,4,17-08-2021,0.0842,0,DEMO DATA
TG-006089,Arunachal Pradesh,Lower Subansiri,27.19485,92.96,1850,38.09,184.8,Loam,Sparse Forest,195.3,697.1,15.1,43.2,85.3,202.1,418.4,4,16-02-2020,0.0558,0,DEMO DATA
TG-006090,Sikkim,North Sikkim,27.00548,88.3547,1581,18.37,262.4,Clay Loam,Dense Forest,236.5,69.7,21.1,65.6,131.5,310.7,555.1,1,13-10-2024,0.0203,0,DEMO DATA
TG-006091,Nagaland,Kohima,25.20776,94.26739,717.5,17.75,209.7,Laterite,Barren/Rocky,134.3,,17.6,58.9,141.3,189.5,292.7,3,17-07-2015,0.0562,0,DEMO DATA
TG-006092,Assam,Sonitpur,25.15185,91.06829,1212.5,2.36,350.7,Silty Clay,Dense Forest,57.8,29.1,26.8,76.3,164.3,373.1,504.8,4,21-05-2016,0.0237,0,DEMO DATA
TG-006093,Assam,Sonitpur,26.12798,93.53528,1389.5,18.43,292.7,Sandy Loam,Barren/Rocky,701.2,43.3,17.1,,177.7,360.6,651.8,3,07-06-2019,0.068,0,DEMO DATA
TG-006094,Arunachal Pradesh,West Kameng,28.37937,97.25479,971.8,3.33,45.2,Sandy Loam,Sparse Forest,48.1,18.5,17.7,69.9,116.2,214.9,269.2,2,01-11-2015,0.0118,0,DEMO DATA
TG-006095,Sikkim,South Sikkim,27.20148,88.20781,3476.6,32.01,195.8,Rocky/Gravelly,Sparse Forest,153.6,186.3,9.1,44.2,72.7,124.5,171.8,3,25-07-2022,0.047,0,DEMO DATA
TG-006096,Mizoram,Saiha,22.44195,92.64481,763.4,25.68,11.4,Loam,Built-up/Urban,13.5,,10.3,40.1,67.1,133.7,204.5,0,12-10-2022,0.0168,0,DEMO DATA
TG-006097,Nagaland,Zunheboto,25.42366,94.75026,20,44.37,201.5,Silty Clay,Dense Forest,255.4,2312.8,38.6,186.8,447.2,979.6,1598.3,2,26-05-2022,0.9096,0,DEMO DATA
TG-006098,Meghalaya,Ri Bhoi,25.74194,90.82488,1398.7,49.91,221.8,Loam,Sparse Forest,87.8,404.6,40.9,115.8,306.1,563.6,764.2,1,09-04-2024,0.5312,1,DEMO DATA
TG-006099,Mizoram,Champhai,23.17239,92.65154,539.6,14.57,235.2,Sandy Loam,Grassland,1725.2,802.4,11.8,39.2,84.9,177.2,292.2,2,19-07-2022,0.0142,0,DEMO DATA
TG-006100,Mizoram,Lunglei,24.08611,92.49271,1626.2,35.98,332.3,Clay Loam,Agricultural Land,713.9,157.9,31.2,99.6,249.9,673.5,1318.9,4,14-05-2022,0.387,0,DEMO DATA
TG-006101,Arunachal Pradesh,Papum Pare,27.06984,93.7841,134.1,14.74,155.6,Silty Clay,Sparse Forest,221.6,1065,9.8,33.3,51.8,129.3,223.1,1,28-03-2025,0.0119,0,DEMO DATA
TG-006102,Meghalaya,East Khasi Hills,25.34864,89.99782,2084.5,23.89,286.1,Rocky/Gravelly,Dense Forest,111.1,1716.7,11.4,,33.6,78.3,133.7,1,15-02-2017,0.0124,0,DEMO DATA
TG-006103,Mizoram,Champhai,22.97098,92.76094,1381.3,22.41,59,Sandy Loam,Agricultural Land,46,1046.6,16.2,70.9,182.2,441.4,780.1,3,03-10-2025,0.0693,0,DEMO DATA
TG-006104,Arunachal Pradesh,Tawang,27.85127,92.53835,2404.5,10.47,259.7,Rocky/Gravelly,Built-up/Urban,53,923.2,4.4,21.8,56,99.3,201.5,3,10-01-2023,0.021,0,DEMO DATA
TG-006105,Sikkim,West Sikkim,27.22675,88.60715,2652.6,18.24,290.9,Sandy Loam,Sparse Forest,619.9,441.8,2.3,9.6,33,39.8,40.5,0,12-05-2022,0.0074,0,DEMO DATA
TG-006106,Tripura,Dhalai,24.40809,92.2629,1488.1,0,92.6,Sandy Loam,Grassland,239.6,566,13.1,28.2,80,153.1,258.9,1,26-07-2025,0.007,0,DEMO DATA
TG-006107,Mizoram,Serchhip,23.58813,92.83475,1988.8,5.53,207,Rocky/Gravelly,Agricultural Land,512.8,173.9,9.8,30.7,48.9,66.7,175.5,1,20-04-2020,0.0101,1,DEMO DATA
TG-006108,Tripura,Dhalai,22.95515,91.88778,1140.6,24.96,231.8,Loam,Shrubland,139.7,1227.3,17.9,54.2,116.8,208.2,393.9,1,08-02-2016,0.0212,0,DEMO DATA
TG-006109,Meghalaya,South Garo Hills,25.1595,91.56995,1102.4,7.8,63.1,Rocky/Gravelly,Sparse Forest,780.2,435.1,35.5,,249.8,447.9,711.7,3,03-10-2017,0.0544,0,DEMO DATA
TG-006110,Meghalaya,West Khasi Hills,25.22283,91.89921,320.7,33.81,98.9,Sandy Loam,Grassland,815.9,2040.2,15.7,67.3,139.9,341.5,507.5,1,23-05-2022,0.0433,0,DEMO DATA
TG-006111,Mizoram,Saiha,23.00172,92.83475,2144.4,9.05,282.9,Laterite,Grassland,129.7,86.3,60.6,202.6,412,661.6,1142.1,4,12-07-2018,0.2045,1,DEMO DATA
TG-006112,Assam,Kamrup,26.45158,91.65985,1516.2,0.28,115.5,Sandy Loam,Grassland,163.4,548.9,10.7,29.6,65.3,142.4,272.4,2,24-09-2021,0.0082,0,DEMO DATA
TG-006113,Arunachal Pradesh,West Siang,27.07618,96.59202,1202.5,36.97,304.5,Clay Loam,Dense Forest,5,351,16.5,51.5,135.8,319.1,606.9,0,14-06-2023,0.0382,0,DEMO DATA
TG-006114,Mizoram,Champhai,21.98024,92.69067,1353.9,30.35,309.2,Silty Clay,Agricultural Land,461.7,427,7.8,20.7,55.3,103.7,156.6,2,13-05-2016,0.0298,0,DEMO DATA
TG-006115,Arunachal Pradesh,Papum Pare,28.07796,93.41199,2104.1,30.01,176.7,Clay Loam,Grassland,126.2,37.7,24.5,61.6,145.3,320.9,575.1,4,29-09-2024,0.0896,0,DEMO DATA
TG-006116,Arunachal Pradesh,West Siang,28.20322,94.84945,1678.1,14.46,61.3,Rocky/Gravelly,Built-up/Urban,309.1,645.2,13.1,34.5,121,298.1,458.1,2,29-04-2018,0.0361,0,DEMO DATA
TG-006117,Arunachal Pradesh,Lohit,27.04569,92.23787,2083.2,30.34,250.8,Loam,Sparse Forest,316.3,15.6,26.3,80,191,287.7,418,2,15-02-2023,0.0522,0,DEMO DATA
TG-006118,Mizoram,Kolasib,22.95434,92.43199,643.3,13.78,159.6,Clay Loam,Dense Forest,1655.4,,23.6,93.5,252.7,592.9,912.8,0,27-03-2022,0.0307,0,DEMO DATA
TG-006119,Sikkim,South Sikkim,27.25394,88.35836,1983.9,29.67,277.3,Laterite,Sparse Forest,705.1,527.5,19.1,82.3,220.7,404.3,552.5,2,01-08-2024,0.0963,0,DEMO DATA
TG-006120,Nagaland,Kohima,26.34418,95.49798,1228.7,43.63,55.6,Laterite,Sparse Forest,167.2,765.8,11.5,32.8,64,124.8,256.2,4,23-09-2023,0.0773,0,DEMO DATA
TG-006121,Tripura,Gomati,23.99915,91.44501,640.2,12.52,211.5,Silty Clay,Sparse Forest,41,1078.4,8.4,33.4,74.8,222.2,337.8,0,05-04-2021,0.0117,0,DEMO DATA
TG-006122,Arunachal Pradesh,Lohit,29.06059,93.00445,1371.2,40.76,5.7,,Shrubland,863.9,491.6,5.4,15.2,8.9,37.8,0,4,06-12-2025,0.0386,0,DEMO DATA
TG-006123,Mizoram,Aizawl,23.70766,93.08812,791.6,,14.9,Sandy Loam,Dense Forest,248,53.6,26.8,81.5,222.7,411.1,653.8,1,22-02-2022,0.0276,0,DEMO DATA
TG-006124,Sikkim,East Sikkim,27.20493,88.36241,2325,43.62,77.1,Rocky/Gravelly,Dense Forest,259.7,992.3,20.3,108.4,321.7,759.9,1290.6,3,24-03-2019,0.6682,1,DEMO DATA
TG-006125,Assam,Cachar,24.74302,94.62374,1148.4,17.58,164.2,Silty Clay,Grassland,733.8,1114,5.1,15.9,20.8,0,2.9,2,06-05-2023,0.0111,0,DEMO DATA
TG-006126,Meghalaya,Ri Bhoi,25.56057,90.83248,2473.3,22.72,27.2,Rocky/Gravelly,Sparse Forest,41.4,26.1,16.7,69.7,173.8,338.2,653.4,3,25-10-2023,0.0747,0,DEMO DATA
TG-006127,Meghalaya,West Khasi Hills,25.06954,90.48696,1123,30.87,201.6,Sandy Loam,Sparse Forest,306.2,270.6,80.2,320,600,974.9,1685.3,5,26-04-2019,0.888,1,DEMO DATA
TG-006128,Nagaland,Wokha,25.85037,93.55749,2591.9,38.46,208.2,Laterite,Shrubland,783.4,331.2,15.9,52.3,158.4,276.9,571.6,4,04-09-2025,0.1245,0,DEMO DATA
TG-006129,Arunachal Pradesh,Lohit,28.16342,96.20781,2793.9,16.29,208.1,Laterite,Built-up/Urban,113.9,440,10,55.2,117.1,209.2,379.1,2,24-01-2015,0.0341,0,DEMO DATA
TG-006130,Assam,Dima Hasao,27.05061,90.76137,1052.2,0,229.6,Rocky/Gravelly,Dense Forest,2303.1,194,6.8,24,85.4,202.2,318,0,02-07-2025,0.0054,0,DEMO DATA
TG-006131,Arunachal Pradesh,Changlang,29.09441,93.70202,1465.1,31.51,267.1,Sandy Loam,Built-up/Urban,128.3,383.9,15.1,,145.5,295.1,440.4,2,27-09-2021,0.0581,0,DEMO DATA
TG-006132,Assam,Nagaon,25.00679,93.71735,1603.2,4.3,140,Sandy Loam,Barren/Rocky,140.3,396.9,17.6,34.8,76.7,192.7,329.6,1,31-12-2020,0.0136,0,DEMO DATA
TG-006133,Mizoram,Aizawl,24.31231,92.92717,1643.1,20.96,357.7,Clay Loam,Barren/Rocky,233.5,198.5,59.2,178,548.8,1200,2066.9,5,13-08-2022,0.7594,1,DEMO DATA
TG-006134,Arunachal Pradesh,Tawang,27.29465,92.92076,2180.3,48.63,247.5,Rocky/Gravelly,Dense Forest,146.4,89.4,9,39.4,123.9,323.1,534.8,1,26-10-2023,0.0859,0,DEMO DATA
TG-006135,Nagaland,Tuensang,25.78698,95.19383,456.1,35.97,290.9,Loam,Built-up/Urban,904.1,756.7,5.2,10.1,24.3,40.8,42.2,5,18-08-2019,0.0395,0,DEMO DATA
TG-006136,Assam,Golaghat,27.21655,94.82955,612.3,7.81,121.7,Silty Clay,Agricultural Land,374.2,10.2,47.2,129.7,355.2,742.2,1093.2,0,12-06-2025,0.0855,0,DEMO DATA
TG-006137,Mizoram,Lunglei,24.04745,93.08636,1117.4,29.44,289.5,Sandy Loam,Shrubland,64.5,417.8,19.3,82.8,251.7,569.9,857.4,1,26-10-2020,0.1158,0,DEMO DATA
TG-006138,Arunachal Pradesh,Lohit,29.01811,93.1826,1554.2,24.24,220.1,Silty Clay,Agricultural Land,332,1084.9,8.1,44.2,87.1,131.2,282.5,1,10-01-2016,0.0229,0,DEMO DATA
TG-006139,Nagaland,Dimapur,26.40353,95.52804,2321.1,32.41,237,Rocky/Gravelly,Built-up/Urban,627.1,459.3,12.8,42.7,95,207.2,221.7,5,14-12-2025,0.0927,0,DEMO DATA
TG-006140,Meghalaya,West Khasi Hills,25.17609,91.85622,2940.2,20.44,78,Sandy Loam,Sparse Forest,904.7,1110,32.5,86.2,260.8,630.2,925.4,4,04-12-2024,0.1087,0,DEMO DATA
TG-006141,Mizoram,Champhai,24.28875,93.34904,,38.86,8.4,Silty Clay,Dense Forest,62.5,174.9,4.7,19.9,45.7,91.9,221.8,0,07-06-2015,0.02,0,DEMO DATA
TG-006142,Meghalaya,South Garo Hills,25.93886,92.33175,1970.1,13.46,324.2,Clay Loam,Dense Forest,300.4,1127.5,31.9,115.9,383.9,762.5,1333.1,0,02-10-2019,0.0776,0,DEMO DATA
TG-006143,Assam,Kamrup,25.09894,91.21165,282.1,15.3,216.4,,Shrubland,84.6,6.6,12.6,45.2,120.2,254.5,407.1,1,30-11-2022,0.0272,0,DEMO DATA
TG-006144,Nagaland,Wokha,25.56924,95.57224,1598.1,32.28,134.3,,Dense Forest,31,1273.6,5.8,2.7,6,0.4,18.5,2,05-12-2023,0.0143,0,DEMO DATA
TG-006145,Sikkim,North Sikkim,27.6716,88.58916,716.7,41.65,255,Laterite,Sparse Forest,50,270.3,17.5,47.3,120.4,241.3,386.2,2,02-12-2017,0.0796,1,DEMO DATA
TG-006146,Nagaland,Zunheboto,26.39915,95.08783,2403.2,33.75,12.5,Clay Loam,Dense Forest,960.5,465.1,8.9,36.3,79.3,165.4,264.3,0,15-05-2022,0.0176,0,DEMO DATA
TG-006147,Sikkim,East Sikkim,27.23611,88.37935,2043.9,38.24,233.2,Silty Clay,Shrubland,5,1291.8,18.4,70.2,157.1,392.4,606.8,3,27-04-2024,0.1093,0,DEMO DATA
TG-006148,Assam,Cachar,25.98395,92.45835,555.3,1.79,324,Laterite,Built-up/Urban,90.4,384.6,19.5,50.1,111.3,185.2,273.1,0,21-04-2017,0.0115,0,DEMO DATA
TG-006149,Sikkim,North Sikkim,27.28606,88.84473,2998,19.11,236.8,Silty Clay,Sparse Forest,56.9,714.5,7.2,6.4,11.2,37.7,101.8,2,10-03-2019,0.0133,0,DEMO DATA
TG-006150,Manipur,Imphal East,24.40613,93.52005,1034,7.24,101.2,Rocky/Gravelly,Grassland,349.4,300.3,22,77.2,156.1,304.4,467.5,0,16-09-2017,0.0196,0,DEMO DATA
TG-006151,Arunachal Pradesh,Lower Subansiri,29.00786,95.64585,361.6,12.03,317.2,Clay Loam,Built-up/Urban,82.1,643.4,25.4,70.9,205.3,490.7,967.5,2,02-05-2025,0.0599,0,DEMO DATA
TG-006152,Arunachal Pradesh,Papum Pare,28.46233,94.79442,526.6,11.5,330.8,Rocky/Gravelly,Agricultural Land,140.2,,28,86.7,221.2,389.6,522.7,0,13-11-2017,0.0368,0,DEMO DATA
TG-006153,Meghalaya,West Khasi Hills,25.10339,92.55911,342.1,7.64,311,Laterite,Dense Forest,83,1119.4,17.4,57.7,105.4,241.3,407,0,04-03-2020,0.0096,0,DEMO DATA
TG-006154,Arunachal Pradesh,Changlang,27.30596,96.16044,587.7,39.7,332.9,Silty Clay,Dense Forest,467.8,162,5.7,23.5,33.1,68.5,125,2,07-03-2023,0.0261,0,DEMO DATA
TG-006155,Mizoram,Kolasib,23.56364,92.5354,2269.3,33.72,163.8,Sandy Loam,Dense Forest,658.5,53.9,3.7,5,42.5,137.9,306.9,1,12-07-2024,0.0175,0,DEMO DATA
TG-006156,Meghalaya,West Garo Hills,26.01486,91.61519,1440,9.82,262.7,Laterite,Dense Forest,208.2,122.1,14.9,55,128.2,309,522.3,1,08-04-2018,0.0162,0,DEMO DATA
TG-006157,Mizoram,Lunglei,24.42134,92.72589,2804.7,19.45,163.2,Laterite,Dense Forest,818.5,1097.1,21.2,90.4,232.5,363.2,517.6,1,17-02-2022,0.0339,0,DEMO DATA
TG-006158,Meghalaya,West Khasi Hills,25.7177,92.09468,739.5,,178.5,Silty Clay,Shrubland,472.9,178.4,27.3,77.3,180.3,295.7,412.9,6,07-03-2017,0.1802,0,DEMO DATA
TG-006159,Sikkim,North Sikkim,27.53917,88.68932,1931,11.67,76,Sandy Loam,Agricultural Land,254.3,861.5,6.7,34.8,71.6,112.2,166.3,2,11-03-2024,0.0127,0,DEMO DATA
TG-006160,Manipur,Imphal East,23.82494,93.63393,263.9,13.62,189.2,Clay Loam,Grassland,931.3,659.1,11,27.6,51.8,125.5,150.8,5,07-08-2024,0.023,0,DEMO DATA
TG-006161,Assam,Nagaon,25.56678,94.34652,1912.1,14.73,115.3,Laterite,Sparse Forest,63,479.6,12.9,41.8,162.9,404.9,795.5,1,21-08-2023,0.0378,0,DEMO DATA
TG-006162,Arunachal Pradesh,Changlang,27.8058,94.56755,487.4,13.7,233.5,Sandy Loam,Grassland,150.9,998.7,22.2,69.4,164.2,331.7,574.9,1,08-05-2019,0.0247,0,DEMO DATA
TG-006163,Mizoram,Saiha,22.46739,92.79184,1960.1,33.92,11.8,Rocky/Gravelly,Grassland,322.4,230,14.4,48.9,140.2,230.9,387.2,4,02-01-2017,0.0994,0,DEMO DATA
TG-006164,Assam,Sonitpur,25.22505,92.7084,1717.4,15.56,319.3,Laterite,Sparse Forest,642.5,627.8,8.3,40.5,52.1,121.7,274.9,3,08-08-2017,0.0192,0,DEMO DATA
TG-006165,Mizoram,Champhai,22.3369,92.25156,1763.6,41.42,206.6,Sandy Loam,Sparse Forest,24.1,1335.6,20.8,59.9,146.2,373.5,786.2,2,03-12-2022,0.0851,0,DEMO DATA
